Year,Series,Province,County,Municipality,Units,GeoCode,Value
2017,Proportion of municipalities with a municipal emergency plan,,,Campezo/Kanpezu,%,Campezo/Kanpezu,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Campezo/Kanpezu,%,Campezo/Kanpezu,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Campezo/Kanpezu,%,Campezo/Kanpezu,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Campezo/Kanpezu,%,Campezo/Kanpezu,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Campezo/Kanpezu,%,Campezo/Kanpezu,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Campezo/Kanpezu,%,Campezo/Kanpezu,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Campezo/Kanpezu,%,Campezo/Kanpezu,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Campezo/Kanpezu,%,Campezo/Kanpezu,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Campezo/Kanpezu,%,Campezo/Kanpezu,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Campezo/Kanpezu,%,Campezo/Kanpezu,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Campezo/Kanpezu,%,Campezo/Kanpezu,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Campezo/Kanpezu,%,Campezo/Kanpezu,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Deba,%,Deba,100.0
2022,Proportion of municipalities with a municipal emergency plan,,,Deba,%,Deba,100.0
2011,Proportion of municipalities with a municipal emergency plan,,,Deba,%,Deba,100.0
2020,Proportion of municipalities with a municipal emergency plan,,,Deba,%,Deba,100.0
2015,Proportion of municipalities with a municipal emergency plan,,,Deba,%,Deba,100.0
2023,Proportion of municipalities with a municipal emergency plan,,,Deba,%,Deba,100.0
2024,Proportion of municipalities with a municipal emergency plan,,,Deba,%,Deba,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Deba,%,Deba,100.0
2016,Proportion of municipalities with a municipal emergency plan,,,Deba,%,Deba,100.0
2012,Proportion of municipalities with a municipal emergency plan,,,Deba,%,Deba,100.0
2021,Proportion of municipalities with a municipal emergency plan,,,Deba,%,Deba,100.0
2014,Proportion of municipalities with a municipal emergency plan,,,Deba,%,Deba,100.0
2010,Proportion of municipalities with a municipal emergency plan,,,Deba,%,Deba,100.0
2017,Proportion of municipalities with a municipal emergency plan,,,Deba,%,Deba,100.0
2018,Proportion of municipalities with a municipal emergency plan,,,Deba,%,Deba,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Derio,%,Derio,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Derio,%,Derio,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Derio,%,Derio,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Derio,%,Derio,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Derio,%,Derio,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Derio,%,Derio,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Derio,%,Derio,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Derio,%,Derio,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Derio,%,Derio,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Derio,%,Derio,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Derio,%,Derio,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Derio,%,Derio,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Derio,%,Derio,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Derio,%,Derio,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Derio,%,Derio,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Dima,%,Dima,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Dima,%,Dima,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Dima,%,Dima,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Dima,%,Dima,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Dima,%,Dima,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Dima,%,Dima,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Dima,%,Dima,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Dima,%,Dima,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Dima,%,Dima,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Dima,%,Dima,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Dima,%,Dima,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Dima,%,Dima,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Dima,%,Dima,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Dima,%,Dima,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Dima,%,Dima,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.0
2015,Proportion of municipalities with a municipal emergency plan,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.0
2020,Proportion of municipalities with a municipal emergency plan,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.0
2012,Proportion of municipalities with a municipal emergency plan,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.0
2019,Proportion of municipalities with a municipal emergency plan,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.0
2023,Proportion of municipalities with a municipal emergency plan,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.0
2016,Proportion of municipalities with a municipal emergency plan,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.0
2022,Proportion of municipalities with a municipal emergency plan,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.0
2018,Proportion of municipalities with a municipal emergency plan,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.0
2024,Proportion of municipalities with a municipal emergency plan,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.0
2021,Proportion of municipalities with a municipal emergency plan,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.0
2017,Proportion of municipalities with a municipal emergency plan,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.0
2010,Proportion of municipalities with a municipal emergency plan,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.0
2014,Proportion of municipalities with a municipal emergency plan,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.0
2016,Proportion of municipalities with a municipal emergency plan,,,Durango,%,Durango,100.0
2014,Proportion of municipalities with a municipal emergency plan,,,Durango,%,Durango,100.0
2010,Proportion of municipalities with a municipal emergency plan,,,Durango,%,Durango,100.0
2019,Proportion of municipalities with a municipal emergency plan,,,Durango,%,Durango,100.0
2020,Proportion of municipalities with a municipal emergency plan,,,Durango,%,Durango,100.0
2018,Proportion of municipalities with a municipal emergency plan,,,Durango,%,Durango,100.0
2023,Proportion of municipalities with a municipal emergency plan,,,Durango,%,Durango,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Durango,%,Durango,100.0
2015,Proportion of municipalities with a municipal emergency plan,,,Durango,%,Durango,100.0
2022,Proportion of municipalities with a municipal emergency plan,,,Durango,%,Durango,100.0
2021,Proportion of municipalities with a municipal emergency plan,,,Durango,%,Durango,100.0
2011,Proportion of municipalities with a municipal emergency plan,,,Durango,%,Durango,100.0
2024,Proportion of municipalities with a municipal emergency plan,,,Durango,%,Durango,100.0
2017,Proportion of municipalities with a municipal emergency plan,,,Durango,%,Durango,100.0
2012,Proportion of municipalities with a municipal emergency plan,,,Durango,%,Durango,100.0
2017,Proportion of municipalities with a municipal emergency plan,,,Ea,%,Ea,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Ea,%,Ea,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Ea,%,Ea,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Ea,%,Ea,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Ea,%,Ea,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Ea,%,Ea,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Ea,%,Ea,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Ea,%,Ea,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Ea,%,Ea,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Ea,%,Ea,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Ea,%,Ea,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Ea,%,Ea,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Ea,%,Ea,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Ea,%,Ea,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Ea,%,Ea,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Eibar,%,Eibar,100.0
2024,Proportion of municipalities with a municipal emergency plan,,,Eibar,%,Eibar,100.0
2011,Proportion of municipalities with a municipal emergency plan,,,Eibar,%,Eibar,100.0
2016,Proportion of municipalities with a municipal emergency plan,,,Eibar,%,Eibar,100.0
2019,Proportion of municipalities with a municipal emergency plan,,,Eibar,%,Eibar,100.0
2017,Proportion of municipalities with a municipal emergency plan,,,Eibar,%,Eibar,100.0
2010,Proportion of municipalities with a municipal emergency plan,,,Eibar,%,Eibar,100.0
2018,Proportion of municipalities with a municipal emergency plan,,,Eibar,%,Eibar,100.0
2012,Proportion of municipalities with a municipal emergency plan,,,Eibar,%,Eibar,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Eibar,%,Eibar,100.0
2021,Proportion of municipalities with a municipal emergency plan,,,Eibar,%,Eibar,100.0
2020,Proportion of municipalities with a municipal emergency plan,,,Eibar,%,Eibar,100.0
2015,Proportion of municipalities with a municipal emergency plan,,,Eibar,%,Eibar,100.0
2023,Proportion of municipalities with a municipal emergency plan,,,Eibar,%,Eibar,100.0
2022,Proportion of municipalities with a municipal emergency plan,,,Eibar,%,Eibar,100.0
2011,Proportion of municipalities with a municipal emergency plan,,,Elantxobe,%,Elantxobe,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Elantxobe,%,Elantxobe,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Elantxobe,%,Elantxobe,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Elantxobe,%,Elantxobe,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Elantxobe,%,Elantxobe,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Elantxobe,%,Elantxobe,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Elantxobe,%,Elantxobe,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Elantxobe,%,Elantxobe,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Elantxobe,%,Elantxobe,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Elantxobe,%,Elantxobe,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Elantxobe,%,Elantxobe,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Elantxobe,%,Elantxobe,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Elantxobe,%,Elantxobe,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Elantxobe,%,Elantxobe,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Elantxobe,%,Elantxobe,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Elburgo/Burgelu,%,Elburgo/Burgelu,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Elburgo/Burgelu,%,Elburgo/Burgelu,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Elburgo/Burgelu,%,Elburgo/Burgelu,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Elburgo/Burgelu,%,Elburgo/Burgelu,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Elburgo/Burgelu,%,Elburgo/Burgelu,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Elburgo/Burgelu,%,Elburgo/Burgelu,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Elburgo/Burgelu,%,Elburgo/Burgelu,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Elburgo/Burgelu,%,Elburgo/Burgelu,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Elburgo/Burgelu,%,Elburgo/Burgelu,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Elburgo/Burgelu,%,Elburgo/Burgelu,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Elburgo/Burgelu,%,Elburgo/Burgelu,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Elburgo/Burgelu,%,Elburgo/Burgelu,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Elburgo/Burgelu,%,Elburgo/Burgelu,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Elburgo/Burgelu,%,Elburgo/Burgelu,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Elburgo/Burgelu,%,Elburgo/Burgelu,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Elciego,%,Elciego,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Elciego,%,Elciego,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Elciego,%,Elciego,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Elciego,%,Elciego,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Elciego,%,Elciego,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Elciego,%,Elciego,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Elciego,%,Elciego,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Elciego,%,Elciego,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Elciego,%,Elciego,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Elciego,%,Elciego,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Elciego,%,Elciego,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Elciego,%,Elciego,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Elciego,%,Elciego,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Elciego,%,Elciego,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Elciego,%,Elciego,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Elduain,%,Elduain,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Elduain,%,Elduain,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Elduain,%,Elduain,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Elduain,%,Elduain,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Elduain,%,Elduain,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Elduain,%,Elduain,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Elduain,%,Elduain,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Elduain,%,Elduain,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Elduain,%,Elduain,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Elduain,%,Elduain,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Elduain,%,Elduain,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Elduain,%,Elduain,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Elduain,%,Elduain,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Elduain,%,Elduain,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Elduain,%,Elduain,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Elgeta,%,Elgeta,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Elgeta,%,Elgeta,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Elgeta,%,Elgeta,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Elgeta,%,Elgeta,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Elgeta,%,Elgeta,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Elgeta,%,Elgeta,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Elgeta,%,Elgeta,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Elgeta,%,Elgeta,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Elgeta,%,Elgeta,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Elgeta,%,Elgeta,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Elgeta,%,Elgeta,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Elgeta,%,Elgeta,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Elgeta,%,Elgeta,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Elgeta,%,Elgeta,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Elgeta,%,Elgeta,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Elgoibar,%,Elgoibar,100.0
2015,Proportion of municipalities with a municipal emergency plan,,,Elgoibar,%,Elgoibar,100.0
2021,Proportion of municipalities with a municipal emergency plan,,,Elgoibar,%,Elgoibar,100.0
2024,Proportion of municipalities with a municipal emergency plan,,,Elgoibar,%,Elgoibar,100.0
2010,Proportion of municipalities with a municipal emergency plan,,,Elgoibar,%,Elgoibar,100.0
2014,Proportion of municipalities with a municipal emergency plan,,,Elgoibar,%,Elgoibar,100.0
2016,Proportion of municipalities with a municipal emergency plan,,,Elgoibar,%,Elgoibar,100.0
2022,Proportion of municipalities with a municipal emergency plan,,,Elgoibar,%,Elgoibar,100.0
2020,Proportion of municipalities with a municipal emergency plan,,,Elgoibar,%,Elgoibar,100.0
2011,Proportion of municipalities with a municipal emergency plan,,,Elgoibar,%,Elgoibar,100.0
2019,Proportion of municipalities with a municipal emergency plan,,,Elgoibar,%,Elgoibar,100.0
2023,Proportion of municipalities with a municipal emergency plan,,,Elgoibar,%,Elgoibar,100.0
2012,Proportion of municipalities with a municipal emergency plan,,,Elgoibar,%,Elgoibar,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Elgoibar,%,Elgoibar,100.0
2018,Proportion of municipalities with a municipal emergency plan,,,Elgoibar,%,Elgoibar,100.0
2024,Proportion of municipalities with a municipal emergency plan,,,Elorrio,%,Elorrio,100.0
2022,Proportion of municipalities with a municipal emergency plan,,,Elorrio,%,Elorrio,100.0
2023,Proportion of municipalities with a municipal emergency plan,,,Elorrio,%,Elorrio,100.0
2010,Proportion of municipalities with a municipal emergency plan,,,Elorrio,%,Elorrio,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Elorrio,%,Elorrio,100.0
2020,Proportion of municipalities with a municipal emergency plan,,,Elorrio,%,Elorrio,100.0
2012,Proportion of municipalities with a municipal emergency plan,,,Elorrio,%,Elorrio,100.0
2015,Proportion of municipalities with a municipal emergency plan,,,Elorrio,%,Elorrio,100.0
2011,Proportion of municipalities with a municipal emergency plan,,,Elorrio,%,Elorrio,100.0
2017,Proportion of municipalities with a municipal emergency plan,,,Elorrio,%,Elorrio,100.0
2021,Proportion of municipalities with a municipal emergency plan,,,Elorrio,%,Elorrio,100.0
2019,Proportion of municipalities with a municipal emergency plan,,,Elorrio,%,Elorrio,100.0
2018,Proportion of municipalities with a municipal emergency plan,,,Elorrio,%,Elorrio,100.0
2016,Proportion of municipalities with a municipal emergency plan,,,Elorrio,%,Elorrio,100.0
2014,Proportion of municipalities with a municipal emergency plan,,,Elorrio,%,Elorrio,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Elvillar/Bilar,%,Elvillar/Bilar,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Elvillar/Bilar,%,Elvillar/Bilar,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Elvillar/Bilar,%,Elvillar/Bilar,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Elvillar/Bilar,%,Elvillar/Bilar,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Elvillar/Bilar,%,Elvillar/Bilar,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Elvillar/Bilar,%,Elvillar/Bilar,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Elvillar/Bilar,%,Elvillar/Bilar,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Elvillar/Bilar,%,Elvillar/Bilar,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Elvillar/Bilar,%,Elvillar/Bilar,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Elvillar/Bilar,%,Elvillar/Bilar,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Elvillar/Bilar,%,Elvillar/Bilar,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Elvillar/Bilar,%,Elvillar/Bilar,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Elvillar/Bilar,%,Elvillar/Bilar,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Elvillar/Bilar,%,Elvillar/Bilar,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Elvillar/Bilar,%,Elvillar/Bilar,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Erandio,%,Erandio,100.0
2016,Proportion of municipalities with a municipal emergency plan,,,Erandio,%,Erandio,100.0
2017,Proportion of municipalities with a municipal emergency plan,,,Erandio,%,Erandio,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Erandio,%,Erandio,100.0
2014,Proportion of municipalities with a municipal emergency plan,,,Erandio,%,Erandio,100.0
2021,Proportion of municipalities with a municipal emergency plan,,,Erandio,%,Erandio,100.0
2023,Proportion of municipalities with a municipal emergency plan,,,Erandio,%,Erandio,100.0
2019,Proportion of municipalities with a municipal emergency plan,,,Erandio,%,Erandio,100.0
2022,Proportion of municipalities with a municipal emergency plan,,,Erandio,%,Erandio,100.0
2015,Proportion of municipalities with a municipal emergency plan,,,Erandio,%,Erandio,100.0
2018,Proportion of municipalities with a municipal emergency plan,,,Erandio,%,Erandio,100.0
2011,Proportion of municipalities with a municipal emergency plan,,,Erandio,%,Erandio,100.0
2024,Proportion of municipalities with a municipal emergency plan,,,Erandio,%,Erandio,100.0
2010,Proportion of municipalities with a municipal emergency plan,,,Erandio,%,Erandio,100.0
2012,Proportion of municipalities with a municipal emergency plan,,,Erandio,%,Erandio,100.0
2021,Proportion of municipalities with a municipal emergency plan,,,Ereño,%,Ereño,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Ereño,%,Ereño,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Ereño,%,Ereño,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Ereño,%,Ereño,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Ereño,%,Ereño,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Ereño,%,Ereño,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Ereño,%,Ereño,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Ereño,%,Ereño,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Ereño,%,Ereño,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Ereño,%,Ereño,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Ereño,%,Ereño,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Ereño,%,Ereño,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Ereño,%,Ereño,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Ereño,%,Ereño,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Ereño,%,Ereño,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Ermua,%,Ermua,100.0
2016,Proportion of municipalities with a municipal emergency plan,,,Ermua,%,Ermua,100.0
2012,Proportion of municipalities with a municipal emergency plan,,,Ermua,%,Ermua,100.0
2010,Proportion of municipalities with a municipal emergency plan,,,Ermua,%,Ermua,100.0
2020,Proportion of municipalities with a municipal emergency plan,,,Ermua,%,Ermua,100.0
2021,Proportion of municipalities with a municipal emergency plan,,,Ermua,%,Ermua,100.0
2024,Proportion of municipalities with a municipal emergency plan,,,Ermua,%,Ermua,100.0
2017,Proportion of municipalities with a municipal emergency plan,,,Ermua,%,Ermua,100.0
2022,Proportion of municipalities with a municipal emergency plan,,,Ermua,%,Ermua,100.0
2014,Proportion of municipalities with a municipal emergency plan,,,Ermua,%,Ermua,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Ermua,%,Ermua,100.0
2019,Proportion of municipalities with a municipal emergency plan,,,Ermua,%,Ermua,100.0
2023,Proportion of municipalities with a municipal emergency plan,,,Ermua,%,Ermua,100.0
2015,Proportion of municipalities with a municipal emergency plan,,,Ermua,%,Ermua,100.0
2011,Proportion of municipalities with a municipal emergency plan,,,Ermua,%,Ermua,100.0
2016,Proportion of municipalities with a municipal emergency plan,,,Errenteria,%,Errenteria,100.0
2012,Proportion of municipalities with a municipal emergency plan,,,Errenteria,%,Errenteria,100.0
2011,Proportion of municipalities with a municipal emergency plan,,,Errenteria,%,Errenteria,100.0
2019,Proportion of municipalities with a municipal emergency plan,,,Errenteria,%,Errenteria,100.0
2014,Proportion of municipalities with a municipal emergency plan,,,Errenteria,%,Errenteria,100.0
2023,Proportion of municipalities with a municipal emergency plan,,,Errenteria,%,Errenteria,100.0
2015,Proportion of municipalities with a municipal emergency plan,,,Errenteria,%,Errenteria,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Errenteria,%,Errenteria,100.0
2022,Proportion of municipalities with a municipal emergency plan,,,Errenteria,%,Errenteria,100.0
2024,Proportion of municipalities with a municipal emergency plan,,,Errenteria,%,Errenteria,100.0
2017,Proportion of municipalities with a municipal emergency plan,,,Errenteria,%,Errenteria,100.0
2021,Proportion of municipalities with a municipal emergency plan,,,Errenteria,%,Errenteria,100.0
2018,Proportion of municipalities with a municipal emergency plan,,,Errenteria,%,Errenteria,100.0
2020,Proportion of municipalities with a municipal emergency plan,,,Errenteria,%,Errenteria,100.0
2010,Proportion of municipalities with a municipal emergency plan,,,Errenteria,%,Errenteria,100.0
2017,Proportion of municipalities with a municipal emergency plan,,,Errezil,%,Errezil,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Errezil,%,Errezil,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Errezil,%,Errezil,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Errezil,%,Errezil,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Errezil,%,Errezil,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Errezil,%,Errezil,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Errezil,%,Errezil,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Errezil,%,Errezil,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Errezil,%,Errezil,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Errezil,%,Errezil,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Errezil,%,Errezil,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Errezil,%,Errezil,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Errezil,%,Errezil,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Errezil,%,Errezil,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Errezil,%,Errezil,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,0.0
