Year,Sex,Age,Nacionalidad,Disability,Province,County,Municipality,Units,GeoCode,Value
2020,Female,,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,16.1
2022,Female,,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,15.2
2018,Female,,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,23.6
2023,Female,,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,9.9
2016,Female,,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,25.5
2010,Female,,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,11.8
2021,Female,,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,18.8
2019,Female,,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,19.8
2015,Female,,,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,21.7
2010,Female,,,,,,Kortezubi,%,Kortezubi,3.3
2020,Female,,,,,,Kortezubi,%,Kortezubi,3.0
2022,Female,,,,,,Kortezubi,%,Kortezubi,3.7
2015,Female,,,,,,Kortezubi,%,Kortezubi,14.4
2019,Female,,,,,,Kortezubi,%,Kortezubi,5.0
2023,Female,,,,,,Kortezubi,%,Kortezubi,4.5
2021,Female,,,,,,Kortezubi,%,Kortezubi,3.7
2016,Female,,,,,,Kortezubi,%,Kortezubi,8.7
2018,Female,,,,,,Kortezubi,%,Kortezubi,5.0
2016,Female,,,,,,Kripan,%,Kripan,6.1
2022,Female,,,,,,Kripan,%,Kripan,0.0
2015,Female,,,,,,Kripan,%,Kripan,8.6
2020,Female,,,,,,Kripan,%,Kripan,5.7
2019,Female,,,,,,Kripan,%,Kripan,6.5
2010,Female,,,,,,Kripan,%,Kripan,3.3
2018,Female,,,,,,Kripan,%,Kripan,15.2
2023,Female,,,,,,Kripan,%,Kripan,2.6
2021,Female,,,,,,Kripan,%,Kripan,15.4
2020,Female,,,,,,Kuartango,%,Kuartango,7.9
2016,Female,,,,,,Kuartango,%,Kuartango,7.6
2023,Female,,,,,,Kuartango,%,Kuartango,9.9
2019,Female,,,,,,Kuartango,%,Kuartango,12.7
2015,Female,,,,,,Kuartango,%,Kuartango,9.3
2021,Female,,,,,,Kuartango,%,Kuartango,9.7
2010,Female,,,,,,Kuartango,%,Kuartango,8.1
2018,Female,,,,,,Kuartango,%,Kuartango,12.9
2022,Female,,,,,,Kuartango,%,Kuartango,8.0
2015,Female,,,,,,Labastida/Bastida,%,Labastida/Bastida,20.8
2016,Female,,,,,,Labastida/Bastida,%,Labastida/Bastida,21.9
2020,Female,,,,,,Labastida/Bastida,%,Labastida/Bastida,15.4
2021,Female,,,,,,Labastida/Bastida,%,Labastida/Bastida,19.4
2019,Female,,,,,,Labastida/Bastida,%,Labastida/Bastida,16.4
2022,Female,,,,,,Labastida/Bastida,%,Labastida/Bastida,15.7
2018,Female,,,,,,Labastida/Bastida,%,Labastida/Bastida,17.1
2010,Female,,,,,,Labastida/Bastida,%,Labastida/Bastida,10.5
2023,Female,,,,,,Labastida/Bastida,%,Labastida/Bastida,13.5
2022,Female,,,,,,Lagrán,%,Lagrán,9.1
2020,Female,,,,,,Lagrán,%,Lagrán,3.2
2015,Female,,,,,,Lagrán,%,Lagrán,14.7
2010,Female,,,,,,Lagrán,%,Lagrán,12.8
2019,Female,,,,,,Lagrán,%,Lagrán,6.9
2018,Female,,,,,,Lagrán,%,Lagrán,14.3
2016,Female,,,,,,Lagrán,%,Lagrán,25.7
2021,Female,,,,,,Lagrán,%,Lagrán,12.9
2023,Female,,,,,,Lagrán,%,Lagrán,6.5
2015,Female,,,,,,Laguardia,%,Laguardia,15.4
2023,Female,,,,,,Laguardia,%,Laguardia,6.7
2010,Female,,,,,,Laguardia,%,Laguardia,10.5
2018,Female,,,,,,Laguardia,%,Laguardia,10.7
2019,Female,,,,,,Laguardia,%,Laguardia,10.3
2022,Female,,,,,,Laguardia,%,Laguardia,8.0
2016,Female,,,,,,Laguardia,%,Laguardia,14.2
2021,Female,,,,,,Laguardia,%,Laguardia,11.2
2020,Female,,,,,,Laguardia,%,Laguardia,9.0
2022,Female,,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,19.6
2018,Female,,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,21.0
2021,Female,,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,15.9
2019,Female,,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,20.3
2010,Female,,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,7.2
2016,Female,,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,22.9
2023,Female,,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,15.8
2020,Female,,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,20.2
2015,Female,,,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,21.4
2019,Female,,,,,,Lanestosa,%,Lanestosa,22.9
2018,Female,,,,,,Lanestosa,%,Lanestosa,24.5
2015,Female,,,,,,Lanestosa,%,Lanestosa,24.5
2016,Female,,,,,,Lanestosa,%,Lanestosa,26.7
2010,Female,,,,,,Lanestosa,%,Lanestosa,6.5
2021,Female,,,,,,Lanestosa,%,Lanestosa,14.3
2020,Female,,,,,,Lanestosa,%,Lanestosa,11.4
2023,Female,,,,,,Lanestosa,%,Lanestosa,14.8
2022,Female,,,,,,Lanestosa,%,Lanestosa,12.3
2022,Female,,,,,,Lantarón,%,Lantarón,10.7
2015,Female,,,,,,Lantarón,%,Lantarón,20.0
2018,Female,,,,,,Lantarón,%,Lantarón,10.8
2023,Female,,,,,,Lantarón,%,Lantarón,8.5
2021,Female,,,,,,Lantarón,%,Lantarón,14.8
2010,Female,,,,,,Lantarón,%,Lantarón,12.3
2020,Female,,,,,,Lantarón,%,Lantarón,12.6
2016,Female,,,,,,Lantarón,%,Lantarón,18.2
2019,Female,,,,,,Lantarón,%,Lantarón,6.3
2010,Female,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,14.3
2019,Female,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,18.8
2016,Female,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,12.8
2021,Female,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,18.7
2015,Female,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,18.2
2022,Female,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,15.3
2023,Female,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,14.0
2020,Female,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,13.9
2018,Female,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,14.3
2018,Female,,,,,,Larrabetzu,%,Larrabetzu,5.8
2021,Female,,,,,,Larrabetzu,%,Larrabetzu,7.3
2020,Female,,,,,,Larrabetzu,%,Larrabetzu,5.3
2019,Female,,,,,,Larrabetzu,%,Larrabetzu,5.6
2022,Female,,,,,,Larrabetzu,%,Larrabetzu,5.7
2023,Female,,,,,,Larrabetzu,%,Larrabetzu,4.5
2010,Female,,,,,,Larrabetzu,%,Larrabetzu,4.6
2015,Female,,,,,,Larrabetzu,%,Larrabetzu,9.3
2016,Female,,,,,,Larrabetzu,%,Larrabetzu,8.3
2010,Female,,,,,,Larraul,%,Larraul,5.2
2015,Female,,,,,,Larraul,%,Larraul,17.5
2021,Female,,,,,,Larraul,%,Larraul,3.7
2019,Female,,,,,,Larraul,%,Larraul,11.1
2023,Female,,,,,,Larraul,%,Larraul,6.9
2018,Female,,,,,,Larraul,%,Larraul,7.3
2020,Female,,,,,,Larraul,%,Larraul,7.3
2016,Female,,,,,,Larraul,%,Larraul,13.0
2022,Female,,,,,,Larraul,%,Larraul,5.1
2010,Female,,,,,,Lasarte-Oria,%,Lasarte-Oria,9.8
2021,Female,,,,,,Lasarte-Oria,%,Lasarte-Oria,10.4
2015,Female,,,,,,Lasarte-Oria,%,Lasarte-Oria,15.3
2019,Female,,,,,,Lasarte-Oria,%,Lasarte-Oria,9.6
2023,Female,,,,,,Lasarte-Oria,%,Lasarte-Oria,7.9
2020,Female,,,,,,Lasarte-Oria,%,Lasarte-Oria,8.8
2018,Female,,,,,,Lasarte-Oria,%,Lasarte-Oria,11.1
2016,Female,,,,,,Lasarte-Oria,%,Lasarte-Oria,15.3
2022,Female,,,,,,Lasarte-Oria,%,Lasarte-Oria,8.7
2010,Female,,,,,,Laudio/Llodio,%,Laudio/Llodio,9.3
2021,Female,,,,,,Laudio/Llodio,%,Laudio/Llodio,15.0
2016,Female,,,,,,Laudio/Llodio,%,Laudio/Llodio,18.8
2019,Female,,,,,,Laudio/Llodio,%,Laudio/Llodio,14.1
2023,Female,,,,,,Laudio/Llodio,%,Laudio/Llodio,11.1
2018,Female,,,,,,Laudio/Llodio,%,Laudio/Llodio,15.8
2022,Female,,,,,,Laudio/Llodio,%,Laudio/Llodio,12.4
2020,Female,,,,,,Laudio/Llodio,%,Laudio/Llodio,12.9
2015,Female,,,,,,Laudio/Llodio,%,Laudio/Llodio,17.3
2022,Female,,,,,,Laukiz,%,Laukiz,9.4
2010,Female,,,,,,Laukiz,%,Laukiz,8.3
2016,Female,,,,,,Laukiz,%,Laukiz,13.1
2018,Female,,,,,,Laukiz,%,Laukiz,8.9
2023,Female,,,,,,Laukiz,%,Laukiz,5.8
2020,Female,,,,,,Laukiz,%,Laukiz,7.8
2019,Female,,,,,,Laukiz,%,Laukiz,8.1
2021,Female,,,,,,Laukiz,%,Laukiz,9.6
2015,Female,,,,,,Laukiz,%,Laukiz,12.5
2023,Female,,,,,,Lazkao,%,Lazkao,8.8
2022,Female,,,,,,Lazkao,%,Lazkao,9.4
2021,Female,,,,,,Lazkao,%,Lazkao,9.9
2016,Female,,,,,,Lazkao,%,Lazkao,12.9
2010,Female,,,,,,Lazkao,%,Lazkao,9.1
2019,Female,,,,,,Lazkao,%,Lazkao,9.4
2018,Female,,,,,,Lazkao,%,Lazkao,10.7
2020,Female,,,,,,Lazkao,%,Lazkao,9.7
2015,Female,,,,,,Lazkao,%,Lazkao,13.5
2023,Female,,,,,,Leaburu,%,Leaburu,14.3
2018,Female,,,,,,Leaburu,%,Leaburu,17.5
2015,Female,,,,,,Leaburu,%,Leaburu,16.4
2016,Female,,,,,,Leaburu,%,Leaburu,17.8
2020,Female,,,,,,Leaburu,%,Leaburu,13.6
2022,Female,,,,,,Leaburu,%,Leaburu,11.8
2019,Female,,,,,,Leaburu,%,Leaburu,16.0
2021,Female,,,,,,Leaburu,%,Leaburu,14.3
2010,Female,,,,,,Leaburu,%,Leaburu,10.5
2022,Female,,,,,,Legazpi,%,Legazpi,9.6
2018,Female,,,,,,Legazpi,%,Legazpi,10.2
2010,Female,,,,,,Legazpi,%,Legazpi,8.8
2019,Female,,,,,,Legazpi,%,Legazpi,9.5
2015,Female,,,,,,Legazpi,%,Legazpi,13.3
2016,Female,,,,,,Legazpi,%,Legazpi,13.1
2023,Female,,,,,,Legazpi,%,Legazpi,8.7
2021,Female,,,,,,Legazpi,%,Legazpi,9.9
2020,Female,,,,,,Legazpi,%,Legazpi,9.2
2019,Female,,,,,,Legorreta,%,Legorreta,8.6
2016,Female,,,,,,Legorreta,%,Legorreta,14.8
2018,Female,,,,,,Legorreta,%,Legorreta,11.6
2022,Female,,,,,,Legorreta,%,Legorreta,6.5
2015,Female,,,,,,Legorreta,%,Legorreta,16.5
2010,Female,,,,,,Legorreta,%,Legorreta,10.3
2020,Female,,,,,,Legorreta,%,Legorreta,7.9
2023,Female,,,,,,Legorreta,%,Legorreta,7.2
2021,Female,,,,,,Legorreta,%,Legorreta,8.3
2020,Female,,,,,,Legutio,%,Legutio,11.8
2018,Female,,,,,,Legutio,%,Legutio,11.1
2022,Female,,,,,,Legutio,%,Legutio,11.4
2019,Female,,,,,,Legutio,%,Legutio,13.0
2010,Female,,,,,,Legutio,%,Legutio,9.8
2021,Female,,,,,,Legutio,%,Legutio,16.0
2016,Female,,,,,,Legutio,%,Legutio,13.4
2023,Female,,,,,,Legutio,%,Legutio,12.6
2015,Female,,,,,,Legutio,%,Legutio,13.6
2019,Female,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,5.9
2023,Female,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,0.0
2020,Female,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,6.4
2022,Female,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,10.3
2015,Female,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,16.4
2021,Female,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,5.1
2010,Female,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,6.1
2016,Female,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,8.3
2018,Female,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,10.2
2015,Female,,,,,,Leioa,%,Leioa,14.6
2016,Female,,,,,,Leioa,%,Leioa,15.4
2022,Female,,,,,,Leioa,%,Leioa,10.1
2019,Female,,,,,,Leioa,%,Leioa,10.6
2010,Female,,,,,,Leioa,%,Leioa,9.2
2018,Female,,,,,,Leioa,%,Leioa,11.4
2021,Female,,,,,,Leioa,%,Leioa,11.3
2023,Female,,,,,,Leioa,%,Leioa,8.7
2020,Female,,,,,,Leioa,%,Leioa,10.5
2016,Female,,,,,,Lekeitio,%,Lekeitio,15.1
2010,Female,,,,,,Lekeitio,%,Lekeitio,10.8
2021,Female,,,,,,Lekeitio,%,Lekeitio,9.2
2022,Female,,,,,,Lekeitio,%,Lekeitio,8.5
2023,Female,,,,,,Lekeitio,%,Lekeitio,5.6
2018,Female,,,,,,Lekeitio,%,Lekeitio,11.0
2019,Female,,,,,,Lekeitio,%,Lekeitio,10.7
2015,Female,,,,,,Lekeitio,%,Lekeitio,15.9
2020,Female,,,,,,Lekeitio,%,Lekeitio,9.8
2018,Female,,,,,,Lemoa,%,Lemoa,14.7
2019,Female,,,,,,Lemoa,%,Lemoa,13.3
2023,Female,,,,,,Lemoa,%,Lemoa,8.2
2020,Female,,,,,,Lemoa,%,Lemoa,12.6
2021,Female,,,,,,Lemoa,%,Lemoa,13.2
2022,Female,,,,,,Lemoa,%,Lemoa,11.7
2016,Female,,,,,,Lemoa,%,Lemoa,17.2
2010,Female,,,,,,Lemoa,%,Lemoa,9.3
2015,Female,,,,,,Lemoa,%,Lemoa,16.7
2010,Female,,,,,,Lemoiz,%,Lemoiz,5.5
2023,Female,,,,,,Lemoiz,%,Lemoiz,7.9
2021,Female,,,,,,Lemoiz,%,Lemoiz,10.0
2019,Female,,,,,,Lemoiz,%,Lemoiz,8.0
2015,Female,,,,,,Lemoiz,%,Lemoiz,9.7
2016,Female,,,,,,Lemoiz,%,Lemoiz,11.7
2022,Female,,,,,,Lemoiz,%,Lemoiz,8.6
2020,Female,,,,,,Lemoiz,%,Lemoiz,8.5
2018,Female,,,,,,Lemoiz,%,Lemoiz,9.1
2022,Female,,,,,,Leza,%,Leza,7.9
2018,Female,,,,,,Leza,%,Leza,7.9
2015,Female,,,,,,Leza,%,Leza,15.2
2019,Female,,,,,,Leza,%,Leza,7.3
2010,Female,,,,,,Leza,%,Leza,13.6
2021,Female,,,,,,Leza,%,Leza,9.5
2020,Female,,,,,,Leza,%,Leza,7.1
2016,Female,,,,,,Leza,%,Leza,18.4
2023,Female,,,,,,Leza,%,Leza,15.8
2020,Female,,,,,,Lezama,%,Lezama,9.4
2010,Female,,,,,,Lezama,%,Lezama,6.1
2022,Female,,,,,,Lezama,%,Lezama,8.6
2015,Female,,,,,,Lezama,%,Lezama,12.2
2023,Female,,,,,,Lezama,%,Lezama,6.7
2016,Female,,,,,,Lezama,%,Lezama,12.2
2021,Female,,,,,,Lezama,%,Lezama,10.4
2019,Female,,,,,,Lezama,%,Lezama,8.9
2018,Female,,,,,,Lezama,%,Lezama,10.0
2020,Female,,,,,,Lezo,%,Lezo,10.1
2023,Female,,,,,,Lezo,%,Lezo,7.9
2016,Female,,,,,,Lezo,%,Lezo,13.5
2010,Female,,,,,,Lezo,%,Lezo,8.5
2022,Female,,,,,,Lezo,%,Lezo,8.1
2015,Female,,,,,,Lezo,%,Lezo,13.4
2021,Female,,,,,,Lezo,%,Lezo,10.3
2018,Female,,,,,,Lezo,%,Lezo,10.1
2019,Female,,,,,,Lezo,%,Lezo,10.2
2016,Female,,,,,,Lizartza,%,Lizartza,9.4
2021,Female,,,,,,Lizartza,%,Lizartza,8.9
2022,Female,,,,,,Lizartza,%,Lizartza,9.5
2020,Female,,,,,,Lizartza,%,Lizartza,10.9
2023,Female,,,,,,Lizartza,%,Lizartza,10.6
2018,Female,,,,,,Lizartza,%,Lizartza,14.9
2019,Female,,,,,,Lizartza,%,Lizartza,14.0
2015,Female,,,,,,Lizartza,%,Lizartza,16.3
2010,Female,,,,,,Lizartza,%,Lizartza,7.7
2015,Female,,,,,,Loiu,%,Loiu,13.0
2018,Female,,,,,,Loiu,%,Loiu,10.9
2019,Female,,,,,,Loiu,%,Loiu,9.6
2022,Female,,,,,,Loiu,%,Loiu,8.2
2023,Female,,,,,,Loiu,%,Loiu,6.0
2020,Female,,,,,,Loiu,%,Loiu,8.4
2021,Female,,,,,,Loiu,%,Loiu,9.7
2016,Female,,,,,,Loiu,%,Loiu,12.0
2010,Female,,,,,,Loiu,%,Loiu,6.9
2020,Female,,,,,,Mallabia,%,Mallabia,9.9
2018,Female,,,,,,Mallabia,%,Mallabia,11.0
2019,Female,,,,,,Mallabia,%,Mallabia,9.6
2015,Female,,,,,,Mallabia,%,Mallabia,13.3
2023,Female,,,,,,Mallabia,%,Mallabia,7.8
2021,Female,,,,,,Mallabia,%,Mallabia,14.3
2010,Female,,,,,,Mallabia,%,Mallabia,10.2
2016,Female,,,,,,Mallabia,%,Mallabia,12.4
2022,Female,,,,,,Mallabia,%,Mallabia,10.7
2021,Female,,,,,,Mañaria,%,Mañaria,11.8
2010,Female,,,,,,Mañaria,%,Mañaria,6.9
2020,Female,,,,,,Mañaria,%,Mañaria,8.9
2016,Female,,,,,,Mañaria,%,Mañaria,11.5
2018,Female,,,,,,Mañaria,%,Mañaria,10.3
2015,Female,,,,,,Mañaria,%,Mañaria,11.6
2019,Female,,,,,,Mañaria,%,Mañaria,7.4
2022,Female,,,,,,Mañaria,%,Mañaria,7.9
2023,Female,,,,,,Mañaria,%,Mañaria,4.8
2018,Female,,,,,,Markina-Xemein,%,Markina-Xemein,7.3
2022,Female,,,,,,Markina-Xemein,%,Markina-Xemein,7.7
2023,Female,,,,,,Markina-Xemein,%,Markina-Xemein,6.7
2020,Female,,,,,,Markina-Xemein,%,Markina-Xemein,7.3
2019,Female,,,,,,Markina-Xemein,%,Markina-Xemein,7.4
2015,Female,,,,,,Markina-Xemein,%,Markina-Xemein,12.7
2016,Female,,,,,,Markina-Xemein,%,Markina-Xemein,12.0
2010,Female,,,,,,Markina-Xemein,%,Markina-Xemein,7.6
2021,Female,,,,,,Markina-Xemein,%,Markina-Xemein,8.7
2023,Female,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,4.8
2022,Female,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,6.9
2020,Female,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,5.0
2016,Female,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,10.6
2018,Female,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,7.3
2015,Female,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,11.8
2021,Female,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,7.9
2019,Female,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,8.0
2010,Female,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,7.2
2016,Female,,,,,,Mendaro,%,Mendaro,14.4
2020,Female,,,,,,Mendaro,%,Mendaro,9.7
2010,Female,,,,,,Mendaro,%,Mendaro,9.5
2015,Female,,,,,,Mendaro,%,Mendaro,15.6
2022,Female,,,,,,Mendaro,%,Mendaro,9.7
2023,Female,,,,,,Mendaro,%,Mendaro,8.0
2021,Female,,,,,,Mendaro,%,Mendaro,10.2
2018,Female,,,,,,Mendaro,%,Mendaro,12.0
2019,Female,,,,,,Mendaro,%,Mendaro,9.9
2022,Female,,,,,,Mendata,%,Mendata,4.9
2019,Female,,,,,,Mendata,%,Mendata,7.2
2021,Female,,,,,,Mendata,%,Mendata,7.2
2015,Female,,,,,,Mendata,%,Mendata,7.1
2010,Female,,,,,,Mendata,%,Mendata,3.7
2016,Female,,,,,,Mendata,%,Mendata,12.1
2020,Female,,,,,,Mendata,%,Mendata,5.8
2018,Female,,,,,,Mendata,%,Mendata,5.9
2023,Female,,,,,,Mendata,%,Mendata,8.2
2022,Female,,,,,,Mendexa,%,Mendexa,5.1
2021,Female,,,,,,Mendexa,%,Mendexa,8.7
2015,Female,,,,,,Mendexa,%,Mendexa,7.4
2018,Female,,,,,,Mendexa,%,Mendexa,5.6
2019,Female,,,,,,Mendexa,%,Mendexa,4.5
2023,Female,,,,,,Mendexa,%,Mendexa,4.5
2010,Female,,,,,,Mendexa,%,Mendexa,7.5
2020,Female,,,,,,Mendexa,%,Mendexa,6.3
2016,Female,,,,,,Mendexa,%,Mendexa,9.1
2023,Female,,,,,,Meñaka,%,Meñaka,4.0
2020,Female,,,,,,Meñaka,%,Meñaka,5.6
2021,Female,,,,,,Meñaka,%,Meñaka,7.3
2022,Female,,,,,,Meñaka,%,Meñaka,3.6
2019,Female,,,,,,Meñaka,%,Meñaka,8.7
2015,Female,,,,,,Meñaka,%,Meñaka,7.5
2016,Female,,,,,,Meñaka,%,Meñaka,7.8
2010,Female,,,,,,Meñaka,%,Meñaka,6.5
2018,Female,,,,,,Meñaka,%,Meñaka,4.7
2018,Female,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,21.7
2016,Female,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,12.5
2019,Female,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,11.7
2020,Female,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,14.0
2015,Female,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,19.1
2022,Female,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,5.1
2023,Female,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,5.4
2021,Female,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,11.5
2010,Female,,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,16.0
2021,Female,,,,,,Morga,%,Morga,11.2
2016,Female,,,,,,Morga,%,Morga,9.8
2018,Female,,,,,,Morga,%,Morga,21.0
2023,Female,,,,,,Morga,%,Morga,11.9
2022,Female,,,,,,Morga,%,Morga,8.4
2010,Female,,,,,,Morga,%,Morga,10.6
2015,Female,,,,,,Morga,%,Morga,9.9
2019,Female,,,,,,Morga,%,Morga,13.0
2020,Female,,,,,,Morga,%,Morga,10.9
2022,Female,,,,,,Mundaka,%,Mundaka,8.1
2010,Female,,,,,,Mundaka,%,Mundaka,7.3
2018,Female,,,,,,Mundaka,%,Mundaka,9.8
2021,Female,,,,,,Mundaka,%,Mundaka,9.9
2019,Female,,,,,,Mundaka,%,Mundaka,8.7
2016,Female,,,,,,Mundaka,%,Mundaka,12.7
2015,Female,,,,,,Mundaka,%,Mundaka,14.7
2023,Female,,,,,,Mundaka,%,Mundaka,6.5
2020,Female,,,,,,Mundaka,%,Mundaka,8.7
2023,Female,,,,,,Mungia,%,Mungia,7.8
2016,Female,,,,,,Mungia,%,Mungia,15.8
2015,Female,,,,,,Mungia,%,Mungia,14.7
2010,Female,,,,,,Mungia,%,Mungia,8.9
2021,Female,,,,,,Mungia,%,Mungia,10.7
2018,Female,,,,,,Mungia,%,Mungia,12.0
2022,Female,,,,,,Mungia,%,Mungia,9.3
2020,Female,,,,,,Mungia,%,Mungia,10.6
2019,Female,,,,,,Mungia,%,Mungia,11.5
2020,Female,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,10.3
2016,Female,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,11.9
2021,Female,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,7.8
2019,Female,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,6.4
2022,Female,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,6.4
2018,Female,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,4.7
2015,Female,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,4.5
2010,Female,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,6.2
2023,Female,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,6.4
2010,Female,,,,,,Murueta,%,Murueta,9.2
2015,Female,,,,,,Murueta,%,Murueta,12.3
2023,Female,,,,,,Murueta,%,Murueta,1.2
2021,Female,,,,,,Murueta,%,Murueta,11.1
2019,Female,,,,,,Murueta,%,Murueta,7.1
2020,Female,,,,,,Murueta,%,Murueta,6.1
2022,Female,,,,,,Murueta,%,Murueta,8.4
2016,Female,,,,,,Murueta,%,Murueta,11.0
2018,Female,,,,,,Murueta,%,Murueta,12.9
2016,Female,,,,,,Muskiz,%,Muskiz,19.0
2015,Female,,,,,,Muskiz,%,Muskiz,19.1
2023,Female,,,,,,Muskiz,%,Muskiz,11.2
2018,Female,,,,,,Muskiz,%,Muskiz,14.6
2010,Female,,,,,,Muskiz,%,Muskiz,9.4
2022,Female,,,,,,Muskiz,%,Muskiz,13.1
2020,Female,,,,,,Muskiz,%,Muskiz,13.1
2021,Female,,,,,,Muskiz,%,Muskiz,14.0
2019,Female,,,,,,Muskiz,%,Muskiz,14.1
2020,Female,,,,,,Mutiloa,%,Mutiloa,5.8
2015,Female,,,,,,Mutiloa,%,Mutiloa,12.0
2023,Female,,,,,,Mutiloa,%,Mutiloa,3.5
2019,Female,,,,,,Mutiloa,%,Mutiloa,4.2
2021,Female,,,,,,Mutiloa,%,Mutiloa,6.7
2010,Female,,,,,,Mutiloa,%,Mutiloa,6.0
2016,Female,,,,,,Mutiloa,%,Mutiloa,8.2
2018,Female,,,,,,Mutiloa,%,Mutiloa,4.4
2022,Female,,,,,,Mutiloa,%,Mutiloa,11.3
2023,Female,,,,,,Mutriku,%,Mutriku,8.7
2015,Female,,,,,,Mutriku,%,Mutriku,14.9
2019,Female,,,,,,Mutriku,%,Mutriku,12.5
2018,Female,,,,,,Mutriku,%,Mutriku,11.8
2010,Female,,,,,,Mutriku,%,Mutriku,9.2
2020,Female,,,,,,Mutriku,%,Mutriku,12.7
2022,Female,,,,,,Mutriku,%,Mutriku,9.5
2021,Female,,,,,,Mutriku,%,Mutriku,14.2
2016,Female,,,,,,Mutriku,%,Mutriku,15.4
2021,Female,,,,,,Muxika,%,Muxika,6.5
2023,Female,,,,,,Muxika,%,Muxika,5.1
2022,Female,,,,,,Muxika,%,Muxika,6.6
2019,Female,,,,,,Muxika,%,Muxika,9.3
2016,Female,,,,,,Muxika,%,Muxika,12.9
2018,Female,,,,,,Muxika,%,Muxika,10.7
