Year,Series,Province,County,Municipality,Units,GeoCode,Value
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gabiria,%,Gabiria,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gabiria,%,Gabiria,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gabiria,%,Gabiria,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gabiria,%,Gabiria,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gabiria,%,Gabiria,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gabiria,%,Gabiria,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gabiria,%,Gabiria,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaintza,%,Gaintza,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaintza,%,Gaintza,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaintza,%,Gaintza,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaintza,%,Gaintza,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaintza,%,Gaintza,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaintza,%,Gaintza,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaintza,%,Gaintza,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaintza,%,Gaintza,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaintza,%,Gaintza,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaintza,%,Gaintza,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaintza,%,Gaintza,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaintza,%,Gaintza,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaintza,%,Gaintza,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaintza,%,Gaintza,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaintza,%,Gaintza,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdakao,%,Galdakao,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdakao,%,Galdakao,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdakao,%,Galdakao,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdakao,%,Galdakao,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdakao,%,Galdakao,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdakao,%,Galdakao,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdakao,%,Galdakao,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdakao,%,Galdakao,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdakao,%,Galdakao,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdakao,%,Galdakao,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdakao,%,Galdakao,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdakao,%,Galdakao,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdakao,%,Galdakao,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdakao,%,Galdakao,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdakao,%,Galdakao,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdames,%,Galdames,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdames,%,Galdames,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdames,%,Galdames,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdames,%,Galdames,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdames,%,Galdames,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdames,%,Galdames,0.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdames,%,Galdames,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdames,%,Galdames,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdames,%,Galdames,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdames,%,Galdames,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdames,%,Galdames,0.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdames,%,Galdames,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdames,%,Galdames,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdames,%,Galdames,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Galdames,%,Galdames,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gamiz-Fika,%,Gamiz-Fika,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gamiz-Fika,%,Gamiz-Fika,0.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gamiz-Fika,%,Gamiz-Fika,0.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gamiz-Fika,%,Gamiz-Fika,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gamiz-Fika,%,Gamiz-Fika,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gamiz-Fika,%,Gamiz-Fika,0.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gamiz-Fika,%,Gamiz-Fika,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gamiz-Fika,%,Gamiz-Fika,0.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gamiz-Fika,%,Gamiz-Fika,0.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gamiz-Fika,%,Gamiz-Fika,0.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gamiz-Fika,%,Gamiz-Fika,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gamiz-Fika,%,Gamiz-Fika,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gamiz-Fika,%,Gamiz-Fika,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gamiz-Fika,%,Gamiz-Fika,0.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gamiz-Fika,%,Gamiz-Fika,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Garai,%,Garai,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Garai,%,Garai,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Garai,%,Garai,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Garai,%,Garai,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Garai,%,Garai,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Garai,%,Garai,0.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Garai,%,Garai,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Garai,%,Garai,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Garai,%,Garai,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Garai,%,Garai,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Garai,%,Garai,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Garai,%,Garai,0.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Garai,%,Garai,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Garai,%,Garai,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Garai,%,Garai,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gatika,%,Gatika,0.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gatika,%,Gatika,0.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gatika,%,Gatika,0.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gatika,%,Gatika,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gatika,%,Gatika,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gatika,%,Gatika,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gatika,%,Gatika,0.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gatika,%,Gatika,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gatika,%,Gatika,0.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gatika,%,Gatika,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gatika,%,Gatika,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gatika,%,Gatika,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gatika,%,Gatika,0.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gatika,%,Gatika,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gatika,%,Gatika,0.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gautegiz Arteaga,%,Gautegiz Arteaga,0.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gautegiz Arteaga,%,Gautegiz Arteaga,0.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gautegiz Arteaga,%,Gautegiz Arteaga,0.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gautegiz Arteaga,%,Gautegiz Arteaga,0.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gautegiz Arteaga,%,Gautegiz Arteaga,0.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gautegiz Arteaga,%,Gautegiz Arteaga,0.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gautegiz Arteaga,%,Gautegiz Arteaga,0.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaztelu,%,Gaztelu,0.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaztelu,%,Gaztelu,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaztelu,%,Gaztelu,0.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaztelu,%,Gaztelu,0.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaztelu,%,Gaztelu,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaztelu,%,Gaztelu,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaztelu,%,Gaztelu,0.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaztelu,%,Gaztelu,0.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaztelu,%,Gaztelu,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaztelu,%,Gaztelu,0.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaztelu,%,Gaztelu,0.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaztelu,%,Gaztelu,0.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaztelu,%,Gaztelu,0.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaztelu,%,Gaztelu,0.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gaztelu,%,Gaztelu,0.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gernika-Lumo,%,Gernika-Lumo,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gernika-Lumo,%,Gernika-Lumo,0.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gernika-Lumo,%,Gernika-Lumo,0.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gernika-Lumo,%,Gernika-Lumo,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gernika-Lumo,%,Gernika-Lumo,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gernika-Lumo,%,Gernika-Lumo,0.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gernika-Lumo,%,Gernika-Lumo,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gernika-Lumo,%,Gernika-Lumo,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gernika-Lumo,%,Gernika-Lumo,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gernika-Lumo,%,Gernika-Lumo,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gernika-Lumo,%,Gernika-Lumo,0.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gernika-Lumo,%,Gernika-Lumo,0.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gernika-Lumo,%,Gernika-Lumo,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gernika-Lumo,%,Gernika-Lumo,0.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gernika-Lumo,%,Gernika-Lumo,0.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getaria,%,Getaria,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getaria,%,Getaria,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getaria,%,Getaria,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getaria,%,Getaria,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getaria,%,Getaria,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getaria,%,Getaria,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getaria,%,Getaria,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getaria,%,Getaria,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getaria,%,Getaria,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getaria,%,Getaria,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getaria,%,Getaria,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getaria,%,Getaria,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getaria,%,Getaria,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getaria,%,Getaria,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getaria,%,Getaria,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getxo,%,Getxo,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getxo,%,Getxo,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getxo,%,Getxo,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getxo,%,Getxo,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getxo,%,Getxo,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getxo,%,Getxo,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getxo,%,Getxo,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getxo,%,Getxo,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getxo,%,Getxo,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getxo,%,Getxo,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getxo,%,Getxo,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getxo,%,Getxo,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getxo,%,Getxo,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getxo,%,Getxo,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Getxo,%,Getxo,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gizaburuaga,%,Gizaburuaga,0.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gizaburuaga,%,Gizaburuaga,0.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gizaburuaga,%,Gizaburuaga,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gizaburuaga,%,Gizaburuaga,0.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gizaburuaga,%,Gizaburuaga,0.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gizaburuaga,%,Gizaburuaga,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gizaburuaga,%,Gizaburuaga,0.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gizaburuaga,%,Gizaburuaga,0.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gizaburuaga,%,Gizaburuaga,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gizaburuaga,%,Gizaburuaga,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gizaburuaga,%,Gizaburuaga,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gizaburuaga,%,Gizaburuaga,0.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gizaburuaga,%,Gizaburuaga,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gizaburuaga,%,Gizaburuaga,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gizaburuaga,%,Gizaburuaga,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gordexola,%,Gordexola,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gordexola,%,Gordexola,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gordexola,%,Gordexola,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gordexola,%,Gordexola,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gordexola,%,Gordexola,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gordexola,%,Gordexola,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gordexola,%,Gordexola,0.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gordexola,%,Gordexola,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gordexola,%,Gordexola,0.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gordexola,%,Gordexola,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gordexola,%,Gordexola,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gordexola,%,Gordexola,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gordexola,%,Gordexola,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gordexola,%,Gordexola,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gordexola,%,Gordexola,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gorliz,%,Gorliz,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gorliz,%,Gorliz,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gorliz,%,Gorliz,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gorliz,%,Gorliz,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gorliz,%,Gorliz,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gorliz,%,Gorliz,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gorliz,%,Gorliz,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gorliz,%,Gorliz,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gorliz,%,Gorliz,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gorliz,%,Gorliz,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gorliz,%,Gorliz,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gorliz,%,Gorliz,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gorliz,%,Gorliz,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gorliz,%,Gorliz,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Gorliz,%,Gorliz,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Güeñes,%,Güeñes,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Güeñes,%,Güeñes,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Güeñes,%,Güeñes,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Güeñes,%,Güeñes,0.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Güeñes,%,Güeñes,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Güeñes,%,Güeñes,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Güeñes,%,Güeñes,0.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Güeñes,%,Güeñes,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Güeñes,%,Güeñes,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Güeñes,%,Güeñes,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Güeñes,%,Güeñes,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Güeñes,%,Güeñes,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Güeñes,%,Güeñes,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Güeñes,%,Güeñes,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Güeñes,%,Güeñes,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernani,%,Hernani,0.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernani,%,Hernani,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernani,%,Hernani,0.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernani,%,Hernani,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernani,%,Hernani,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernani,%,Hernani,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernani,%,Hernani,0.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernani,%,Hernani,0.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernani,%,Hernani,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernani,%,Hernani,0.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernani,%,Hernani,0.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernani,%,Hernani,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernani,%,Hernani,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernani,%,Hernani,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernani,%,Hernani,0.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernialde,%,Hernialde,0.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernialde,%,Hernialde,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernialde,%,Hernialde,0.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernialde,%,Hernialde,0.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernialde,%,Hernialde,0.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernialde,%,Hernialde,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernialde,%,Hernialde,0.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernialde,%,Hernialde,0.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernialde,%,Hernialde,0.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernialde,%,Hernialde,0.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernialde,%,Hernialde,0.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernialde,%,Hernialde,0.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernialde,%,Hernialde,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernialde,%,Hernialde,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hernialde,%,Hernialde,0.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hondarribia,%,Hondarribia,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hondarribia,%,Hondarribia,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Hondarribia,%,Hondarribia,100.0
