Year,Series,Sexua,Lurralde historikoa,Units,Value
2016,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Bizkaia,%,100.0
2014,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Bizkaia,%,100.0
2017,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Bizkaia,%,100.0
2010,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Bizkaia,%,100.0
2013,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Bizkaia,%,100.0
2019,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Bizkaia,%,99.0
2023,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Bizkaia,%,94.8
2011,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Bizkaia,%,100.0
2015,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Bizkaia,%,100.0
2019,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Gipuzkoa,%,100.0
2020,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Gipuzkoa,%,99.6
2017,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Gipuzkoa,%,100.0
2015,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Gipuzkoa,%,100.0
2016,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Gipuzkoa,%,100.0
2013,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Gipuzkoa,%,100.0
2018,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Gipuzkoa,%,100.0
2011,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Gipuzkoa,%,100.0
2012,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Gipuzkoa,%,100.0
2022,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Gipuzkoa,%,97.2
2010,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Gipuzkoa,%,100.0
2021,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Gipuzkoa,%,98.0
2023,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Gipuzkoa,%,96.2
2014,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Gipuzkoa,%,100.0
2024,Erretirorako legezko adina gainditu eta pentsioa jasotzen duten biztanleen proportzioa,Gizona,Gipuzkoa,%,96.2
