Year,Series,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kortezubi,%,Kortezubi,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kortezubi,%,Kortezubi,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kortezubi,%,Kortezubi,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kortezubi,%,Kortezubi,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kortezubi,%,Kortezubi,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kortezubi,%,Kortezubi,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kortezubi,%,Kortezubi,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kortezubi,%,Kortezubi,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kortezubi,%,Kortezubi,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kortezubi,%,Kortezubi,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kortezubi,%,Kortezubi,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kortezubi,%,Kortezubi,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kortezubi,%,Kortezubi,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kortezubi,%,Kortezubi,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kortezubi,%,Kortezubi,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kripan,%,Kripan,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kripan,%,Kripan,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kripan,%,Kripan,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kripan,%,Kripan,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kripan,%,Kripan,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kripan,%,Kripan,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kripan,%,Kripan,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kripan,%,Kripan,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kripan,%,Kripan,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kripan,%,Kripan,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kripan,%,Kripan,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kripan,%,Kripan,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kripan,%,Kripan,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kripan,%,Kripan,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kripan,%,Kripan,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kuartango,%,Kuartango,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kuartango,%,Kuartango,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kuartango,%,Kuartango,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kuartango,%,Kuartango,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kuartango,%,Kuartango,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kuartango,%,Kuartango,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kuartango,%,Kuartango,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kuartango,%,Kuartango,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kuartango,%,Kuartango,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kuartango,%,Kuartango,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kuartango,%,Kuartango,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kuartango,%,Kuartango,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kuartango,%,Kuartango,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kuartango,%,Kuartango,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Kuartango,%,Kuartango,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lagrán,%,Lagrán,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lagrán,%,Lagrán,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lagrán,%,Lagrán,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lagrán,%,Lagrán,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lagrán,%,Lagrán,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lagrán,%,Lagrán,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lagrán,%,Lagrán,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lagrán,%,Lagrán,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lagrán,%,Lagrán,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lagrán,%,Lagrán,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lagrán,%,Lagrán,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lagrán,%,Lagrán,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lagrán,%,Lagrán,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lagrán,%,Lagrán,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lagrán,%,Lagrán,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laguardia,%,Laguardia,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laguardia,%,Laguardia,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laguardia,%,Laguardia,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laguardia,%,Laguardia,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laguardia,%,Laguardia,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laguardia,%,Laguardia,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laguardia,%,Laguardia,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laguardia,%,Laguardia,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laguardia,%,Laguardia,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laguardia,%,Laguardia,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laguardia,%,Laguardia,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laguardia,%,Laguardia,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laguardia,%,Laguardia,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laguardia,%,Laguardia,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laguardia,%,Laguardia,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanestosa,%,Lanestosa,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanestosa,%,Lanestosa,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanestosa,%,Lanestosa,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanestosa,%,Lanestosa,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanestosa,%,Lanestosa,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanestosa,%,Lanestosa,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanestosa,%,Lanestosa,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanestosa,%,Lanestosa,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanestosa,%,Lanestosa,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanestosa,%,Lanestosa,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanestosa,%,Lanestosa,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanestosa,%,Lanestosa,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanestosa,%,Lanestosa,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanestosa,%,Lanestosa,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lanestosa,%,Lanestosa,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lantarón,%,Lantarón,100.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lantarón,%,Lantarón,100.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lantarón,%,Lantarón,100.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lantarón,%,Lantarón,100.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lantarón,%,Lantarón,100.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lantarón,%,Lantarón,100.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lantarón,%,Lantarón,100.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lantarón,%,Lantarón,100.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lantarón,%,Lantarón,100.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lantarón,%,Lantarón,100.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lantarón,%,Lantarón,100.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lantarón,%,Lantarón,100.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lantarón,%,Lantarón,100.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lantarón,%,Lantarón,100.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lantarón,%,Lantarón,100.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larrabetzu,%,Larrabetzu,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larrabetzu,%,Larrabetzu,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larrabetzu,%,Larrabetzu,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larrabetzu,%,Larrabetzu,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larrabetzu,%,Larrabetzu,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larrabetzu,%,Larrabetzu,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larrabetzu,%,Larrabetzu,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larrabetzu,%,Larrabetzu,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larrabetzu,%,Larrabetzu,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larrabetzu,%,Larrabetzu,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larrabetzu,%,Larrabetzu,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larrabetzu,%,Larrabetzu,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larrabetzu,%,Larrabetzu,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larrabetzu,%,Larrabetzu,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larrabetzu,%,Larrabetzu,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larraul,%,Larraul,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larraul,%,Larraul,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larraul,%,Larraul,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larraul,%,Larraul,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larraul,%,Larraul,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larraul,%,Larraul,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larraul,%,Larraul,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larraul,%,Larraul,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larraul,%,Larraul,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larraul,%,Larraul,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larraul,%,Larraul,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larraul,%,Larraul,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larraul,%,Larraul,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larraul,%,Larraul,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Larraul,%,Larraul,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laukiz,%,Laukiz,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laukiz,%,Laukiz,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laukiz,%,Laukiz,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laukiz,%,Laukiz,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laukiz,%,Laukiz,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laukiz,%,Laukiz,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laukiz,%,Laukiz,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laukiz,%,Laukiz,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laukiz,%,Laukiz,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laukiz,%,Laukiz,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laukiz,%,Laukiz,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laukiz,%,Laukiz,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laukiz,%,Laukiz,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laukiz,%,Laukiz,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Laukiz,%,Laukiz,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lazkao,%,Lazkao,100.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lazkao,%,Lazkao,100.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lazkao,%,Lazkao,100.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lazkao,%,Lazkao,100.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lazkao,%,Lazkao,100.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lazkao,%,Lazkao,100.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lazkao,%,Lazkao,100.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lazkao,%,Lazkao,100.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lazkao,%,Lazkao,100.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lazkao,%,Lazkao,100.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lazkao,%,Lazkao,100.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lazkao,%,Lazkao,100.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lazkao,%,Lazkao,100.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lazkao,%,Lazkao,100.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Lazkao,%,Lazkao,100.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Leaburu,%,Leaburu,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Leaburu,%,Leaburu,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Leaburu,%,Leaburu,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Leaburu,%,Leaburu,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Leaburu,%,Leaburu,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Leaburu,%,Leaburu,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Leaburu,%,Leaburu,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Leaburu,%,Leaburu,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Leaburu,%,Leaburu,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Leaburu,%,Leaburu,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Leaburu,%,Leaburu,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Leaburu,%,Leaburu,0.0
