Year,Series,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2020,Edateko ura duten etxebizitzen proportzioa,,,Iurreta,%,Iurreta,99.9
2022,Edateko ura duten etxebizitzen proportzioa,,,Iurreta,%,Iurreta,99.9
2019,Edateko ura duten etxebizitzen proportzioa,,,Iurreta,%,Iurreta,99.9
2015,Edateko ura duten etxebizitzen proportzioa,,,Iurreta,%,Iurreta,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Iurreta,%,Iurreta,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Iurreta,%,Iurreta,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Iurreta,%,Iurreta,99.9
2016,Edateko ura duten etxebizitzen proportzioa,,,Iurreta,%,Iurreta,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Izurtza,%,Izurtza,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Izurtza,%,Izurtza,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Izurtza,%,Izurtza,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Izurtza,%,Izurtza,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Izurtza,%,Izurtza,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Izurtza,%,Izurtza,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Izurtza,%,Izurtza,98.9
2010,Edateko ura duten etxebizitzen proportzioa,,,Izurtza,%,Izurtza,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Izurtza,%,Izurtza,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Izurtza,%,Izurtza,98.8
2014,Edateko ura duten etxebizitzen proportzioa,,,Izurtza,%,Izurtza,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,97.7
2021,Edateko ura duten etxebizitzen proportzioa,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,98.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,97.9
2020,Edateko ura duten etxebizitzen proportzioa,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,98.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,97.8
2010,Edateko ura duten etxebizitzen proportzioa,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,97.9
2016,Edateko ura duten etxebizitzen proportzioa,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,97.7
2014,Edateko ura duten etxebizitzen proportzioa,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,97.6
2022,Edateko ura duten etxebizitzen proportzioa,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,98.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,97.8
2018,Edateko ura duten etxebizitzen proportzioa,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,97.8
2023,Edateko ura duten etxebizitzen proportzioa,,,Kortezubi,%,Kortezubi,98.2
2014,Edateko ura duten etxebizitzen proportzioa,,,Kortezubi,%,Kortezubi,98.1
2010,Edateko ura duten etxebizitzen proportzioa,,,Kortezubi,%,Kortezubi,98.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Kortezubi,%,Kortezubi,98.1
2013,Edateko ura duten etxebizitzen proportzioa,,,Kortezubi,%,Kortezubi,98.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Kortezubi,%,Kortezubi,98.1
2015,Edateko ura duten etxebizitzen proportzioa,,,Kortezubi,%,Kortezubi,98.1
2022,Edateko ura duten etxebizitzen proportzioa,,,Kortezubi,%,Kortezubi,98.2
2018,Edateko ura duten etxebizitzen proportzioa,,,Kortezubi,%,Kortezubi,98.1
2020,Edateko ura duten etxebizitzen proportzioa,,,Kortezubi,%,Kortezubi,98.1
2019,Edateko ura duten etxebizitzen proportzioa,,,Kortezubi,%,Kortezubi,98.1
2016,Edateko ura duten etxebizitzen proportzioa,,,Kripan,%,Kripan,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Kripan,%,Kripan,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Kripan,%,Kripan,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Kripan,%,Kripan,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Kripan,%,Kripan,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Kripan,%,Kripan,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Kripan,%,Kripan,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Kripan,%,Kripan,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Kripan,%,Kripan,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Kripan,%,Kripan,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Kripan,%,Kripan,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Kuartango,%,Kuartango,98.4
2013,Edateko ura duten etxebizitzen proportzioa,,,Kuartango,%,Kuartango,98.2
2022,Edateko ura duten etxebizitzen proportzioa,,,Kuartango,%,Kuartango,98.5
2016,Edateko ura duten etxebizitzen proportzioa,,,Kuartango,%,Kuartango,98.3
2021,Edateko ura duten etxebizitzen proportzioa,,,Kuartango,%,Kuartango,98.5
2014,Edateko ura duten etxebizitzen proportzioa,,,Kuartango,%,Kuartango,98.2
2010,Edateko ura duten etxebizitzen proportzioa,,,Kuartango,%,Kuartango,98.2
2019,Edateko ura duten etxebizitzen proportzioa,,,Kuartango,%,Kuartango,98.4
2015,Edateko ura duten etxebizitzen proportzioa,,,Kuartango,%,Kuartango,98.3
2023,Edateko ura duten etxebizitzen proportzioa,,,Kuartango,%,Kuartango,98.5
2018,Edateko ura duten etxebizitzen proportzioa,,,Kuartango,%,Kuartango,98.4
2015,Edateko ura duten etxebizitzen proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Labastida / Bastida,%,Labastida / Bastida,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Lagrán,%,Lagrán,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Lagrán,%,Lagrán,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Lagrán,%,Lagrán,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Lagrán,%,Lagrán,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Lagrán,%,Lagrán,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Lagrán,%,Lagrán,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Lagrán,%,Lagrán,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Lagrán,%,Lagrán,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Lagrán,%,Lagrán,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Lagrán,%,Lagrán,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Lagrán,%,Lagrán,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Laguardia,%,Laguardia,99.8
2021,Edateko ura duten etxebizitzen proportzioa,,,Laguardia,%,Laguardia,99.8
2013,Edateko ura duten etxebizitzen proportzioa,,,Laguardia,%,Laguardia,99.8
2010,Edateko ura duten etxebizitzen proportzioa,,,Laguardia,%,Laguardia,99.8
2023,Edateko ura duten etxebizitzen proportzioa,,,Laguardia,%,Laguardia,99.8
2014,Edateko ura duten etxebizitzen proportzioa,,,Laguardia,%,Laguardia,99.8
2016,Edateko ura duten etxebizitzen proportzioa,,,Laguardia,%,Laguardia,99.8
2018,Edateko ura duten etxebizitzen proportzioa,,,Laguardia,%,Laguardia,99.8
2019,Edateko ura duten etxebizitzen proportzioa,,,Laguardia,%,Laguardia,99.8
2015,Edateko ura duten etxebizitzen proportzioa,,,Laguardia,%,Laguardia,99.8
2022,Edateko ura duten etxebizitzen proportzioa,,,Laguardia,%,Laguardia,99.8
2016,Edateko ura duten etxebizitzen proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,99.3
2022,Edateko ura duten etxebizitzen proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,99.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,99.3
2018,Edateko ura duten etxebizitzen proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,99.3
2021,Edateko ura duten etxebizitzen proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,99.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,99.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,99.3
2019,Edateko ura duten etxebizitzen proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,99.7
2014,Edateko ura duten etxebizitzen proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,99.3
2020,Edateko ura duten etxebizitzen proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,99.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Lanciego / Lantziego,%,Lanciego / Lantziego,99.3
2018,Edateko ura duten etxebizitzen proportzioa,,,Lanestosa,%,Lanestosa,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Lanestosa,%,Lanestosa,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Lanestosa,%,Lanestosa,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Lanestosa,%,Lanestosa,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Lanestosa,%,Lanestosa,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Lanestosa,%,Lanestosa,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Lanestosa,%,Lanestosa,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Lanestosa,%,Lanestosa,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Lanestosa,%,Lanestosa,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Lanestosa,%,Lanestosa,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Lanestosa,%,Lanestosa,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Lantarón,%,Lantarón,99.7
2019,Edateko ura duten etxebizitzen proportzioa,,,Lantarón,%,Lantarón,99.7
2022,Edateko ura duten etxebizitzen proportzioa,,,Lantarón,%,Lantarón,99.7
2021,Edateko ura duten etxebizitzen proportzioa,,,Lantarón,%,Lantarón,99.7
2020,Edateko ura duten etxebizitzen proportzioa,,,Lantarón,%,Lantarón,99.7
2015,Edateko ura duten etxebizitzen proportzioa,,,Lantarón,%,Lantarón,99.7
2023,Edateko ura duten etxebizitzen proportzioa,,,Lantarón,%,Lantarón,99.7
2018,Edateko ura duten etxebizitzen proportzioa,,,Lantarón,%,Lantarón,99.7
2014,Edateko ura duten etxebizitzen proportzioa,,,Lantarón,%,Lantarón,99.7
2016,Edateko ura duten etxebizitzen proportzioa,,,Lantarón,%,Lantarón,99.7
2013,Edateko ura duten etxebizitzen proportzioa,,,Lantarón,%,Lantarón,99.7
2016,Edateko ura duten etxebizitzen proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Lapuebla de Labarca,%,Lapuebla de Labarca,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Larrabetzu,%,Larrabetzu,98.7
2015,Edateko ura duten etxebizitzen proportzioa,,,Larrabetzu,%,Larrabetzu,98.9
2014,Edateko ura duten etxebizitzen proportzioa,,,Larrabetzu,%,Larrabetzu,99.1
2020,Edateko ura duten etxebizitzen proportzioa,,,Larrabetzu,%,Larrabetzu,98.4
2023,Edateko ura duten etxebizitzen proportzioa,,,Larrabetzu,%,Larrabetzu,98.6
2019,Edateko ura duten etxebizitzen proportzioa,,,Larrabetzu,%,Larrabetzu,98.9
2010,Edateko ura duten etxebizitzen proportzioa,,,Larrabetzu,%,Larrabetzu,98.8
2022,Edateko ura duten etxebizitzen proportzioa,,,Larrabetzu,%,Larrabetzu,98.7
2013,Edateko ura duten etxebizitzen proportzioa,,,Larrabetzu,%,Larrabetzu,99.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Larrabetzu,%,Larrabetzu,99.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Larrabetzu,%,Larrabetzu,98.9
2016,Edateko ura duten etxebizitzen proportzioa,,,Larraul,%,Larraul,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Larraul,%,Larraul,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Larraul,%,Larraul,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Larraul,%,Larraul,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Larraul,%,Larraul,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Larraul,%,Larraul,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Larraul,%,Larraul,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Larraul,%,Larraul,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Larraul,%,Larraul,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Larraul,%,Larraul,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Larraul,%,Larraul,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Lasarte-Oria,%,Lasarte-Oria,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Laudio / Llodio,%,Laudio / Llodio,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Laukiz,%,Laukiz,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Laukiz,%,Laukiz,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Laukiz,%,Laukiz,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Laukiz,%,Laukiz,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Laukiz,%,Laukiz,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Laukiz,%,Laukiz,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Laukiz,%,Laukiz,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Laukiz,%,Laukiz,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Laukiz,%,Laukiz,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Laukiz,%,Laukiz,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Laukiz,%,Laukiz,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Lazkao,%,Lazkao,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Lazkao,%,Lazkao,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Lazkao,%,Lazkao,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Lazkao,%,Lazkao,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Lazkao,%,Lazkao,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Lazkao,%,Lazkao,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Lazkao,%,Lazkao,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Lazkao,%,Lazkao,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Lazkao,%,Lazkao,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Lazkao,%,Lazkao,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Lazkao,%,Lazkao,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Leaburu,%,Leaburu,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Leaburu,%,Leaburu,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Leaburu,%,Leaburu,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Leaburu,%,Leaburu,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Leaburu,%,Leaburu,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Leaburu,%,Leaburu,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Leaburu,%,Leaburu,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Leaburu,%,Leaburu,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Leaburu,%,Leaburu,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Leaburu,%,Leaburu,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Leaburu,%,Leaburu,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Legazpi,%,Legazpi,96.7
2020,Edateko ura duten etxebizitzen proportzioa,,,Legazpi,%,Legazpi,96.9
2013,Edateko ura duten etxebizitzen proportzioa,,,Legazpi,%,Legazpi,96.9
2019,Edateko ura duten etxebizitzen proportzioa,,,Legazpi,%,Legazpi,96.8
2014,Edateko ura duten etxebizitzen proportzioa,,,Legazpi,%,Legazpi,96.8
2018,Edateko ura duten etxebizitzen proportzioa,,,Legazpi,%,Legazpi,96.9
2015,Edateko ura duten etxebizitzen proportzioa,,,Legazpi,%,Legazpi,96.9
2022,Edateko ura duten etxebizitzen proportzioa,,,Legazpi,%,Legazpi,97.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Legazpi,%,Legazpi,96.9
2021,Edateko ura duten etxebizitzen proportzioa,,,Legazpi,%,Legazpi,96.9
2023,Edateko ura duten etxebizitzen proportzioa,,,Legazpi,%,Legazpi,96.9
2010,Edateko ura duten etxebizitzen proportzioa,,,Legorreta,%,Legorreta,95.4
2023,Edateko ura duten etxebizitzen proportzioa,,,Legorreta,%,Legorreta,96.6
2021,Edateko ura duten etxebizitzen proportzioa,,,Legorreta,%,Legorreta,96.3
2019,Edateko ura duten etxebizitzen proportzioa,,,Legorreta,%,Legorreta,96.6
2018,Edateko ura duten etxebizitzen proportzioa,,,Legorreta,%,Legorreta,96.5
2013,Edateko ura duten etxebizitzen proportzioa,,,Legorreta,%,Legorreta,95.8
2016,Edateko ura duten etxebizitzen proportzioa,,,Legorreta,%,Legorreta,96.1
2014,Edateko ura duten etxebizitzen proportzioa,,,Legorreta,%,Legorreta,96.3
2022,Edateko ura duten etxebizitzen proportzioa,,,Legorreta,%,Legorreta,96.5
2015,Edateko ura duten etxebizitzen proportzioa,,,Legorreta,%,Legorreta,96.2
2020,Edateko ura duten etxebizitzen proportzioa,,,Legorreta,%,Legorreta,96.6
2010,Edateko ura duten etxebizitzen proportzioa,,,Legutio,%,Legutio,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Legutio,%,Legutio,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Legutio,%,Legutio,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Legutio,%,Legutio,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Legutio,%,Legutio,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Legutio,%,Legutio,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Legutio,%,Legutio,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Legutio,%,Legutio,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Legutio,%,Legutio,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Legutio,%,Legutio,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Legutio,%,Legutio,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Leintz-Gatzaga,%,Leintz-Gatzaga,94.7
2010,Edateko ura duten etxebizitzen proportzioa,,,Leintz-Gatzaga,%,Leintz-Gatzaga,94.4
2020,Edateko ura duten etxebizitzen proportzioa,,,Leintz-Gatzaga,%,Leintz-Gatzaga,95.5
2021,Edateko ura duten etxebizitzen proportzioa,,,Leintz-Gatzaga,%,Leintz-Gatzaga,95.5
2018,Edateko ura duten etxebizitzen proportzioa,,,Leintz-Gatzaga,%,Leintz-Gatzaga,95.7
2013,Edateko ura duten etxebizitzen proportzioa,,,Leintz-Gatzaga,%,Leintz-Gatzaga,94.7
2019,Edateko ura duten etxebizitzen proportzioa,,,Leintz-Gatzaga,%,Leintz-Gatzaga,95.6
2015,Edateko ura duten etxebizitzen proportzioa,,,Leintz-Gatzaga,%,Leintz-Gatzaga,94.7
2016,Edateko ura duten etxebizitzen proportzioa,,,Leintz-Gatzaga,%,Leintz-Gatzaga,94.7
2022,Edateko ura duten etxebizitzen proportzioa,,,Leintz-Gatzaga,%,Leintz-Gatzaga,96.6
2023,Edateko ura duten etxebizitzen proportzioa,,,Leintz-Gatzaga,%,Leintz-Gatzaga,96.5
2022,Edateko ura duten etxebizitzen proportzioa,,,Leioa,%,Leioa,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Leioa,%,Leioa,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Leioa,%,Leioa,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Leioa,%,Leioa,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Leioa,%,Leioa,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Leioa,%,Leioa,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Leioa,%,Leioa,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Leioa,%,Leioa,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Leioa,%,Leioa,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Leioa,%,Leioa,99.9
2023,Edateko ura duten etxebizitzen proportzioa,,,Leioa,%,Leioa,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Lekeitio,%,Lekeitio,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Lekeitio,%,Lekeitio,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Lekeitio,%,Lekeitio,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Lekeitio,%,Lekeitio,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Lekeitio,%,Lekeitio,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Lekeitio,%,Lekeitio,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Lekeitio,%,Lekeitio,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Lekeitio,%,Lekeitio,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Lekeitio,%,Lekeitio,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Lekeitio,%,Lekeitio,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Lekeitio,%,Lekeitio,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Lemoa,%,Lemoa,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Lemoa,%,Lemoa,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Lemoa,%,Lemoa,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Lemoa,%,Lemoa,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Lemoa,%,Lemoa,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Lemoa,%,Lemoa,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Lemoa,%,Lemoa,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Lemoa,%,Lemoa,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Lemoa,%,Lemoa,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Lemoa,%,Lemoa,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Lemoa,%,Lemoa,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Lemoiz,%,Lemoiz,100.0
