Year,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2020,,,Elciego,10.000 biztanleko,Elciego,0.0
2021,,,Elciego,10.000 biztanleko,Elciego,18.9
2021,,,Elduain,10.000 biztanleko,Elduain,82.0
2023,,,Elduain,10.000 biztanleko,Elduain,0.0
2022,,,Elduain,10.000 biztanleko,Elduain,83.7
2019,,,Elduain,10.000 biztanleko,Elduain,0.0
2020,,,Elduain,10.000 biztanleko,Elduain,166.0
2022,,,Elgeta,10.000 biztanleko,Elgeta,0.0
2021,,,Elgeta,10.000 biztanleko,Elgeta,0.0
2019,,,Elgeta,10.000 biztanleko,Elgeta,55.0
2023,,,Elgeta,10.000 biztanleko,Elgeta,18.4
2020,,,Elgeta,10.000 biztanleko,Elgeta,0.0
2019,,,Elgoibar,10.000 biztanleko,Elgoibar,27.6
2022,,,Elgoibar,10.000 biztanleko,Elgoibar,39.6
2020,,,Elgoibar,10.000 biztanleko,Elgoibar,34.3
2021,,,Elgoibar,10.000 biztanleko,Elgoibar,39.4
2023,,,Elgoibar,10.000 biztanleko,Elgoibar,32.8
2021,,,Elorrio,10.000 biztanleko,Elorrio,10.6
2020,,,Elorrio,10.000 biztanleko,Elorrio,13.3
2022,,,Elorrio,10.000 biztanleko,Elorrio,15.8
2023,,,Elorrio,10.000 biztanleko,Elorrio,37.1
2019,,,Elorrio,10.000 biztanleko,Elorrio,18.8
2021,,,Elvillar / Bilar,10.000 biztanleko,Elvillar / Bilar,0.0
2019,,,Elvillar / Bilar,10.000 biztanleko,Elvillar / Bilar,52.9
2020,,,Elvillar / Bilar,10.000 biztanleko,Elvillar / Bilar,53.6
2023,,,Elvillar / Bilar,10.000 biztanleko,Elvillar / Bilar,0.0
2022,,,Elvillar / Bilar,10.000 biztanleko,Elvillar / Bilar,55.9
2020,,,Erandio,10.000 biztanleko,Erandio,40.0
2019,,,Erandio,10.000 biztanleko,Erandio,76.6
2023,,,Erandio,10.000 biztanleko,Erandio,60.3
2022,,,Erandio,10.000 biztanleko,Erandio,66.2
2021,,,Erandio,10.000 biztanleko,Erandio,54.8
2021,,,Ereño,10.000 biztanleko,Ereño,0.0
2023,,,Ereño,10.000 biztanleko,Ereño,0.0
2022,,,Ereño,10.000 biztanleko,Ereño,82.3
2019,,,Ereño,10.000 biztanleko,Ereño,0.0
2020,,,Ereño,10.000 biztanleko,Ereño,0.0
2019,,,Ermua,10.000 biztanleko,Ermua,14.9
2020,,,Ermua,10.000 biztanleko,Ermua,18.6
2022,,,Ermua,10.000 biztanleko,Ermua,41.2
2021,,,Ermua,10.000 biztanleko,Ermua,31.0
2023,,,Ermua,10.000 biztanleko,Ermua,36.9
2023,,,Errenteria,10.000 biztanleko,Errenteria,47.7
2019,,,Errenteria,10.000 biztanleko,Errenteria,56.1
2021,,,Errenteria,10.000 biztanleko,Errenteria,58.8
2022,,,Errenteria,10.000 biztanleko,Errenteria,51.7
2020,,,Errenteria,10.000 biztanleko,Errenteria,37.5
2021,,,Errezil,10.000 biztanleko,Errezil,0.0
2022,,,Errezil,10.000 biztanleko,Errezil,0.0
2020,,,Errezil,10.000 biztanleko,Errezil,35.0
2023,,,Errezil,10.000 biztanleko,Errezil,0.0
2019,,,Errezil,10.000 biztanleko,Errezil,0.0
2022,,,Erriberagoitia / Ribera Alta,10.000 biztanleko,Erriberagoitia / Ribera Alta,0.0
2019,,,Erriberagoitia / Ribera Alta,10.000 biztanleko,Erriberagoitia / Ribera Alta,56.3
2020,,,Erriberagoitia / Ribera Alta,10.000 biztanleko,Erriberagoitia / Ribera Alta,28.2
2021,,,Erriberagoitia / Ribera Alta,10.000 biztanleko,Erriberagoitia / Ribera Alta,56.8
2023,,,Erriberagoitia / Ribera Alta,10.000 biztanleko,Erriberagoitia / Ribera Alta,0.0
2023,,,Errigoiti,10.000 biztanleko,Errigoiti,44.0
2022,,,Errigoiti,10.000 biztanleko,Errigoiti,45.4
2021,,,Errigoiti,10.000 biztanleko,Errigoiti,45.1
2019,,,Errigoiti,10.000 biztanleko,Errigoiti,45.2
2020,,,Errigoiti,10.000 biztanleko,Errigoiti,91.1
2022,,,Eskoriatza,10.000 biztanleko,Eskoriatza,44.0
2023,,,Eskoriatza,10.000 biztanleko,Eskoriatza,43.5
2019,,,Eskoriatza,10.000 biztanleko,Eskoriatza,14.8
2021,,,Eskoriatza,10.000 biztanleko,Eskoriatza,54.1
2020,,,Eskoriatza,10.000 biztanleko,Eskoriatza,5.0
2019,,,Etxebarri,10.000 biztanleko,Etxebarri,25.3
2022,,,Etxebarri,10.000 biztanleko,Etxebarri,26.0
2023,,,Etxebarri,10.000 biztanleko,Etxebarri,30.5
2021,,,Etxebarri,10.000 biztanleko,Etxebarri,24.5
2020,,,Etxebarri,10.000 biztanleko,Etxebarri,46.2
2019,,,Etxebarria,10.000 biztanleko,Etxebarria,26.4
2023,,,Etxebarria,10.000 biztanleko,Etxebarria,0.0
2020,,,Etxebarria,10.000 biztanleko,Etxebarria,26.0
2022,,,Etxebarria,10.000 biztanleko,Etxebarria,54.7
2021,,,Etxebarria,10.000 biztanleko,Etxebarria,0.0
2021,,,Ezkio-Itsaso,10.000 biztanleko,Ezkio-Itsaso,0.0
2019,,,Ezkio-Itsaso,10.000 biztanleko,Ezkio-Itsaso,0.0
2022,,,Ezkio-Itsaso,10.000 biztanleko,Ezkio-Itsaso,34.0
2020,,,Ezkio-Itsaso,10.000 biztanleko,Ezkio-Itsaso,0.0
2023,,,Ezkio-Itsaso,10.000 biztanleko,Ezkio-Itsaso,0.0
2023,,,Forua,10.000 biztanleko,Forua,0.0
2021,,,Forua,10.000 biztanleko,Forua,0.0
2020,,,Forua,10.000 biztanleko,Forua,21.3
2022,,,Forua,10.000 biztanleko,Forua,86.3
2019,,,Forua,10.000 biztanleko,Forua,0.0
2020,,,Fruiz,10.000 biztanleko,Fruiz,0.0
2022,,,Fruiz,10.000 biztanleko,Fruiz,70.9
2019,,,Fruiz,10.000 biztanleko,Fruiz,0.0
2021,,,Fruiz,10.000 biztanleko,Fruiz,0.0
2023,,,Fruiz,10.000 biztanleko,Fruiz,70.8
2022,,,Gabiria,10.000 biztanleko,Gabiria,0.0
2023,,,Gabiria,10.000 biztanleko,Gabiria,44.0
2020,,,Gabiria,10.000 biztanleko,Gabiria,0.0
2019,,,Gabiria,10.000 biztanleko,Gabiria,0.0
2021,,,Gabiria,10.000 biztanleko,Gabiria,0.0
2021,,,Gaintza,10.000 biztanleko,Gaintza,0.0
2020,,,Gaintza,10.000 biztanleko,Gaintza,0.0
2019,,,Gaintza,10.000 biztanleko,Gaintza,0.0
2022,,,Gaintza,10.000 biztanleko,Gaintza,0.0
2023,,,Gaintza,10.000 biztanleko,Gaintza,0.0
2023,,,Galdakao,10.000 biztanleko,Galdakao,33.5
2019,,,Galdakao,10.000 biztanleko,Galdakao,33.6
2020,,,Galdakao,10.000 biztanleko,Galdakao,30.2
2022,,,Galdakao,10.000 biztanleko,Galdakao,28.2
2021,,,Galdakao,10.000 biztanleko,Galdakao,28.9
2019,,,Galdames,10.000 biztanleko,Galdames,25.3
2022,,,Galdames,10.000 biztanleko,Galdames,100.0
2021,,,Galdames,10.000 biztanleko,Galdames,24.7
2020,,,Galdames,10.000 biztanleko,Galdames,0.0
2023,,,Galdames,10.000 biztanleko,Galdames,76.6
2019,,,Gamiz-Fika,10.000 biztanleko,Gamiz-Fika,14.0
2022,,,Gamiz-Fika,10.000 biztanleko,Gamiz-Fika,14.4
2020,,,Gamiz-Fika,10.000 biztanleko,Gamiz-Fika,14.0
2023,,,Gamiz-Fika,10.000 biztanleko,Gamiz-Fika,0.0
2021,,,Gamiz-Fika,10.000 biztanleko,Gamiz-Fika,0.0
2019,,,Garai,10.000 biztanleko,Garai,0.0
2023,,,Garai,10.000 biztanleko,Garai,0.0
2022,,,Garai,10.000 biztanleko,Garai,0.0
2020,,,Garai,10.000 biztanleko,Garai,0.0
2021,,,Garai,10.000 biztanleko,Garai,0.0
2022,,,Gatika,10.000 biztanleko,Gatika,12.1
2023,,,Gatika,10.000 biztanleko,Gatika,24.4
2021,,,Gatika,10.000 biztanleko,Gatika,0.0
2020,,,Gatika,10.000 biztanleko,Gatika,48.4
2019,,,Gatika,10.000 biztanleko,Gatika,11.9
2021,,,Gautegiz Arteaga,10.000 biztanleko,Gautegiz Arteaga,48.4
2022,,,Gautegiz Arteaga,10.000 biztanleko,Gautegiz Arteaga,0.0
2020,,,Gautegiz Arteaga,10.000 biztanleko,Gautegiz Arteaga,24.1
2023,,,Gautegiz Arteaga,10.000 biztanleko,Gautegiz Arteaga,45.4
2019,,,Gautegiz Arteaga,10.000 biztanleko,Gautegiz Arteaga,0.0
2021,,,Gaztelu,10.000 biztanleko,Gaztelu,0.0
2023,,,Gaztelu,10.000 biztanleko,Gaztelu,0.0
2019,,,Gaztelu,10.000 biztanleko,Gaztelu,0.0
2020,,,Gaztelu,10.000 biztanleko,Gaztelu,0.0
2022,,,Gaztelu,10.000 biztanleko,Gaztelu,0.0
2023,,,Gernika-Lumo,10.000 biztanleko,Gernika-Lumo,25.3
2022,,,Gernika-Lumo,10.000 biztanleko,Gernika-Lumo,34.2
2020,,,Gernika-Lumo,10.000 biztanleko,Gernika-Lumo,43.8
2019,,,Gernika-Lumo,10.000 biztanleko,Gernika-Lumo,48.6
2021,,,Gernika-Lumo,10.000 biztanleko,Gernika-Lumo,32.1
2020,,,Getaria,10.000 biztanleko,Getaria,14.2
2021,,,Getaria,10.000 biztanleko,Getaria,14.1
2022,,,Getaria,10.000 biztanleko,Getaria,42.5
2019,,,Getaria,10.000 biztanleko,Getaria,14.2
2023,,,Getaria,10.000 biztanleko,Getaria,14.0
2020,,,Getxo,10.000 biztanleko,Getxo,20.9
2023,,,Getxo,10.000 biztanleko,Getxo,27.3
2022,,,Getxo,10.000 biztanleko,Getxo,36.5
2019,,,Getxo,10.000 biztanleko,Getxo,29.0
2021,,,Getxo,10.000 biztanleko,Getxo,20.7
2021,,,Gizaburuaga,10.000 biztanleko,Gizaburuaga,0.0
2020,,,Gizaburuaga,10.000 biztanleko,Gizaburuaga,0.0
2019,,,Gizaburuaga,10.000 biztanleko,Gizaburuaga,103.6
2023,,,Gizaburuaga,10.000 biztanleko,Gizaburuaga,0.0
2022,,,Gizaburuaga,10.000 biztanleko,Gizaburuaga,209.4
2023,,,Gordexola,10.000 biztanleko,Gordexola,36.7
2019,,,Gordexola,10.000 biztanleko,Gordexola,12.1
2022,,,Gordexola,10.000 biztanleko,Gordexola,0.0
2021,,,Gordexola,10.000 biztanleko,Gordexola,24.2
2020,,,Gordexola,10.000 biztanleko,Gordexola,48.5
2021,,,Gorliz,10.000 biztanleko,Gorliz,49.7
2023,,,Gorliz,10.000 biztanleko,Gorliz,16.1
2019,,,Gorliz,10.000 biztanleko,Gorliz,3.4
2020,,,Gorliz,10.000 biztanleko,Gorliz,37.3
2022,,,Gorliz,10.000 biztanleko,Gorliz,42.4
2021,,,Güeñes,10.000 biztanleko,Güeñes,23.6
2019,,,Güeñes,10.000 biztanleko,Güeñes,26.7
2023,,,Güeñes,10.000 biztanleko,Güeñes,20.4
2020,,,Güeñes,10.000 biztanleko,Güeñes,23.7
2022,,,Güeñes,10.000 biztanleko,Güeñes,62.0
2023,,,Harana / Valle de Arana,10.000 biztanleko,Harana / Valle de Arana,0.0
2020,,,Harana / Valle de Arana,10.000 biztanleko,Harana / Valle de Arana,0.0
2019,,,Harana / Valle de Arana,10.000 biztanleko,Harana / Valle de Arana,0.0
2021,,,Harana / Valle de Arana,10.000 biztanleko,Harana / Valle de Arana,0.0
2022,,,Harana / Valle de Arana,10.000 biztanleko,Harana / Valle de Arana,194.2
2020,,,Hernani,10.000 biztanleko,Hernani,25.5
2021,,,Hernani,10.000 biztanleko,Hernani,39.9
2022,,,Hernani,10.000 biztanleko,Hernani,43.3
2023,,,Hernani,10.000 biztanleko,Hernani,39.1
2019,,,Hernani,10.000 biztanleko,Hernani,42.5
2022,,,Hernialde,10.000 biztanleko,Hernialde,0.0
2019,,,Hernialde,10.000 biztanleko,Hernialde,0.0
2020,,,Hernialde,10.000 biztanleko,Hernialde,65.8
2023,,,Hernialde,10.000 biztanleko,Hernialde,0.0
2021,,,Hernialde,10.000 biztanleko,Hernialde,0.0
2022,,,Hondarribia,10.000 biztanleko,Hondarribia,24.5
2020,,,Hondarribia,10.000 biztanleko,Hondarribia,25.6
2019,,,Hondarribia,10.000 biztanleko,Hondarribia,36.9
2021,,,Hondarribia,10.000 biztanleko,Hondarribia,17.5
2023,,,Hondarribia,10.000 biztanleko,Hondarribia,45.2
2021,,,Ibarra,10.000 biztanleko,Ibarra,18.4
2023,,,Ibarra,10.000 biztanleko,Ibarra,24.1
2022,,,Ibarra,10.000 biztanleko,Ibarra,60.6
2020,,,Ibarra,10.000 biztanleko,Ibarra,37.3
2019,,,Ibarra,10.000 biztanleko,Ibarra,28.1
2019,,,Ibarrangelu,10.000 biztanleko,Ibarrangelu,0.0
2023,,,Ibarrangelu,10.000 biztanleko,Ibarrangelu,0.0
2020,,,Ibarrangelu,10.000 biztanleko,Ibarrangelu,65.8
2022,,,Ibarrangelu,10.000 biztanleko,Ibarrangelu,0.0
2021,,,Ibarrangelu,10.000 biztanleko,Ibarrangelu,33.0
2019,,,Idiazabal,10.000 biztanleko,Idiazabal,0.0
2023,,,Idiazabal,10.000 biztanleko,Idiazabal,34.9
2021,,,Idiazabal,10.000 biztanleko,Idiazabal,25.4
2020,,,Idiazabal,10.000 biztanleko,Idiazabal,0.0
2022,,,Idiazabal,10.000 biztanleko,Idiazabal,17.2
2022,,,Igorre,10.000 biztanleko,Igorre,55.7
2021,,,Igorre,10.000 biztanleko,Igorre,23.2
2023,,,Igorre,10.000 biztanleko,Igorre,79.6
2019,,,Igorre,10.000 biztanleko,Igorre,28.0
2020,,,Igorre,10.000 biztanleko,Igorre,32.7
2023,,,Ikaztegieta,10.000 biztanleko,Ikaztegieta,0.0
2021,,,Ikaztegieta,10.000 biztanleko,Ikaztegieta,0.0
2019,,,Ikaztegieta,10.000 biztanleko,Ikaztegieta,0.0
2022,,,Ikaztegieta,10.000 biztanleko,Ikaztegieta,0.0
2020,,,Ikaztegieta,10.000 biztanleko,Ikaztegieta,0.0
2020,,,Irun,10.000 biztanleko,Irun,44.4
2021,,,Irun,10.000 biztanleko,Irun,51.9
2023,,,Irun,10.000 biztanleko,Irun,67.7
2022,,,Irun,10.000 biztanleko,Irun,62.6
2019,,,Irun,10.000 biztanleko,Irun,49.7
2022,,,Iruña Oka / Iruña de Oca,10.000 biztanleko,Iruña Oka / Iruña de Oca,64.6
2020,,,Iruña Oka / Iruña de Oca,10.000 biztanleko,Iruña Oka / Iruña de Oca,41.5
2019,,,Iruña Oka / Iruña de Oca,10.000 biztanleko,Iruña Oka / Iruña de Oca,30.1
2021,,,Iruña Oka / Iruña de Oca,10.000 biztanleko,Iruña Oka / Iruña de Oca,23.3
2023,,,Iruña Oka / Iruña de Oca,10.000 biztanleko,Iruña Oka / Iruña de Oca,64.6
2023,,,Irura,10.000 biztanleko,Irura,0.0
2022,,,Irura,10.000 biztanleko,Irura,23.1
2020,,,Irura,10.000 biztanleko,Irura,68.3
2019,,,Irura,10.000 biztanleko,Irura,11.4
2021,,,Irura,10.000 biztanleko,Irura,34.6
2021,,,Iruraiz-Gauna,10.000 biztanleko,Iruraiz-Gauna,0.0
2023,,,Iruraiz-Gauna,10.000 biztanleko,Iruraiz-Gauna,39.7
2020,,,Iruraiz-Gauna,10.000 biztanleko,Iruraiz-Gauna,0.0
2022,,,Iruraiz-Gauna,10.000 biztanleko,Iruraiz-Gauna,0.0
2019,,,Iruraiz-Gauna,10.000 biztanleko,Iruraiz-Gauna,0.0
2019,,,Ispaster,10.000 biztanleko,Ispaster,29.5
2023,,,Ispaster,10.000 biztanleko,Ispaster,0.0
2022,,,Ispaster,10.000 biztanleko,Ispaster,28.2
2020,,,Ispaster,10.000 biztanleko,Ispaster,0.0
2021,,,Ispaster,10.000 biztanleko,Ispaster,0.0
2023,,,Itsasondo,10.000 biztanleko,Itsasondo,0.0
2020,,,Itsasondo,10.000 biztanleko,Itsasondo,27.8
2021,,,Itsasondo,10.000 biztanleko,Itsasondo,0.0
2022,,,Itsasondo,10.000 biztanleko,Itsasondo,28.6
2019,,,Itsasondo,10.000 biztanleko,Itsasondo,83.7
2019,,,Iurreta,10.000 biztanleko,Iurreta,0.0
2020,,,Iurreta,10.000 biztanleko,Iurreta,31.9
2021,,,Iurreta,10.000 biztanleko,Iurreta,21.0
2022,,,Iurreta,10.000 biztanleko,Iurreta,26.4
2023,,,Iurreta,10.000 biztanleko,Iurreta,16.1
2023,,,Izurtza,10.000 biztanleko,Izurtza,0.0
2021,,,Izurtza,10.000 biztanleko,Izurtza,0.0
2020,,,Izurtza,10.000 biztanleko,Izurtza,0.0
2019,,,Izurtza,10.000 biztanleko,Izurtza,0.0
2022,,,Izurtza,10.000 biztanleko,Izurtza,199.0
2020,,,Karrantza Harana / Valle de Carranza,10.000 biztanleko,Karrantza Harana / Valle de Carranza,66.6
2022,,,Karrantza Harana / Valle de Carranza,10.000 biztanleko,Karrantza Harana / Valle de Carranza,14.8
2021,,,Karrantza Harana / Valle de Carranza,10.000 biztanleko,Karrantza Harana / Valle de Carranza,36.7
2023,,,Karrantza Harana / Valle de Carranza,10.000 biztanleko,Karrantza Harana / Valle de Carranza,7.6
2019,,,Karrantza Harana / Valle de Carranza,10.000 biztanleko,Karrantza Harana / Valle de Carranza,22.5
2020,,,Kortezubi,10.000 biztanleko,Kortezubi,0.0
2022,,,Kortezubi,10.000 biztanleko,Kortezubi,0.0
2021,,,Kortezubi,10.000 biztanleko,Kortezubi,0.0
2023,,,Kortezubi,10.000 biztanleko,Kortezubi,43.2
2019,,,Kortezubi,10.000 biztanleko,Kortezubi,0.0
2020,,,Kripan,10.000 biztanleko,Kripan,0.0
2019,,,Kripan,10.000 biztanleko,Kripan,0.0
2022,,,Kripan,10.000 biztanleko,Kripan,0.0
2021,,,Kripan,10.000 biztanleko,Kripan,0.0
2023,,,Kripan,10.000 biztanleko,Kripan,0.0
2020,,,Kuartango,10.000 biztanleko,Kuartango,0.0
2022,,,Kuartango,10.000 biztanleko,Kuartango,0.0
2019,,,Kuartango,10.000 biztanleko,Kuartango,0.0
2023,,,Kuartango,10.000 biztanleko,Kuartango,0.0
2021,,,Kuartango,10.000 biztanleko,Kuartango,65.6
2023,,,Labastida / Bastida,10.000 biztanleko,Labastida / Bastida,25.7
2019,,,Labastida / Bastida,10.000 biztanleko,Labastida / Bastida,28.0
2020,,,Labastida / Bastida,10.000 biztanleko,Labastida / Bastida,27.8
2022,,,Labastida / Bastida,10.000 biztanleko,Labastida / Bastida,26.1
2021,,,Labastida / Bastida,10.000 biztanleko,Labastida / Bastida,0.0
2021,,,Lagrán,10.000 biztanleko,Lagrán,0.0
2019,,,Lagrán,10.000 biztanleko,Lagrán,0.0
2020,,,Lagrán,10.000 biztanleko,Lagrán,0.0
2023,,,Lagrán,10.000 biztanleko,Lagrán,238.1
2022,,,Lagrán,10.000 biztanleko,Lagrán,0.0
2019,,,Laguardia,10.000 biztanleko,Laguardia,27.3
2021,,,Laguardia,10.000 biztanleko,Laguardia,13.9
2023,,,Laguardia,10.000 biztanleko,Laguardia,41.6
2020,,,Laguardia,10.000 biztanleko,Laguardia,13.7
2022,,,Laguardia,10.000 biztanleko,Laguardia,14.0
2022,,,Lanciego / Lantziego,10.000 biztanleko,Lanciego / Lantziego,0.0
2020,,,Lanciego / Lantziego,10.000 biztanleko,Lanciego / Lantziego,0.0
2023,,,Lanciego / Lantziego,10.000 biztanleko,Lanciego / Lantziego,27.1
2019,,,Lanciego / Lantziego,10.000 biztanleko,Lanciego / Lantziego,29.2
2021,,,Lanciego / Lantziego,10.000 biztanleko,Lanciego / Lantziego,29.2
2020,,,Lanestosa,10.000 biztanleko,Lanestosa,82.3
2019,,,Lanestosa,10.000 biztanleko,Lanestosa,0.0
2023,,,Lanestosa,10.000 biztanleko,Lanestosa,0.0
2022,,,Lanestosa,10.000 biztanleko,Lanestosa,157.5
2021,,,Lanestosa,10.000 biztanleko,Lanestosa,0.0
2019,,,Lantarón,10.000 biztanleko,Lantarón,48.8
2023,,,Lantarón,10.000 biztanleko,Lantarón,0.0
2020,,,Lantarón,10.000 biztanleko,Lantarón,0.0
2022,,,Lantarón,10.000 biztanleko,Lantarón,119.9
2021,,,Lantarón,10.000 biztanleko,Lantarón,72.6
2021,,,Lapuebla de Labarca,10.000 biztanleko,Lapuebla de Labarca,46.8
2019,,,Lapuebla de Labarca,10.000 biztanleko,Lapuebla de Labarca,48.4
2023,,,Lapuebla de Labarca,10.000 biztanleko,Lapuebla de Labarca,0.0
2022,,,Lapuebla de Labarca,10.000 biztanleko,Lapuebla de Labarca,23.6
2020,,,Lapuebla de Labarca,10.000 biztanleko,Lapuebla de Labarca,23.8
2021,,,Larrabetzu,10.000 biztanleko,Larrabetzu,9.4
2020,,,Larrabetzu,10.000 biztanleko,Larrabetzu,28.3
2023,,,Larrabetzu,10.000 biztanleko,Larrabetzu,37.7
2019,,,Larrabetzu,10.000 biztanleko,Larrabetzu,0.0
2022,,,Larrabetzu,10.000 biztanleko,Larrabetzu,0.0
2020,,,Larraul,10.000 biztanleko,Larraul,0.0
2023,,,Larraul,10.000 biztanleko,Larraul,0.0
2022,,,Larraul,10.000 biztanleko,Larraul,0.0
2021,,,Larraul,10.000 biztanleko,Larraul,93.9
2019,,,Larraul,10.000 biztanleko,Larraul,0.0
2022,,,Lasarte-Oria,10.000 biztanleko,Lasarte-Oria,37.8
2020,,,Lasarte-Oria,10.000 biztanleko,Lasarte-Oria,38.7
2019,,,Lasarte-Oria,10.000 biztanleko,Lasarte-Oria,33.8
2021,,,Lasarte-Oria,10.000 biztanleko,Lasarte-Oria,23.8
2023,,,Lasarte-Oria,10.000 biztanleko,Lasarte-Oria,37.3
2021,,,Laudio / Llodio,10.000 biztanleko,Laudio / Llodio,31.8
2023,,,Laudio / Llodio,10.000 biztanleko,Laudio / Llodio,31.2
2019,,,Laudio / Llodio,10.000 biztanleko,Laudio / Llodio,26.6
2022,,,Laudio / Llodio,10.000 biztanleko,Laudio / Llodio,51.3
2020,,,Laudio / Llodio,10.000 biztanleko,Laudio / Llodio,19.1
2022,,,Laukiz,10.000 biztanleko,Laukiz,0.0
2019,,,Laukiz,10.000 biztanleko,Laukiz,0.0
2020,,,Laukiz,10.000 biztanleko,Laukiz,16.7
2023,,,Laukiz,10.000 biztanleko,Laukiz,15.7
2021,,,Laukiz,10.000 biztanleko,Laukiz,16.3
2020,,,Lazkao,10.000 biztanleko,Lazkao,25.5
2022,,,Lazkao,10.000 biztanleko,Lazkao,27.9
2019,,,Lazkao,10.000 biztanleko,Lazkao,14.7
2023,,,Lazkao,10.000 biztanleko,Lazkao,41.5
2021,,,Lazkao,10.000 biztanleko,Lazkao,21.5
2023,,,Leaburu,10.000 biztanleko,Leaburu,0.0
2021,,,Leaburu,10.000 biztanleko,Leaburu,0.0
2019,,,Leaburu,10.000 biztanleko,Leaburu,0.0
2022,,,Leaburu,10.000 biztanleko,Leaburu,0.0
2020,,,Leaburu,10.000 biztanleko,Leaburu,0.0
2023,,,Legazpi,10.000 biztanleko,Legazpi,31.6
2020,,,Legazpi,10.000 biztanleko,Legazpi,28.8
2022,,,Legazpi,10.000 biztanleko,Legazpi,21.7
2021,,,Legazpi,10.000 biztanleko,Legazpi,21.6
2019,,,Legazpi,10.000 biztanleko,Legazpi,24.0
2021,,,Legorreta,10.000 biztanleko,Legorreta,27.7
2023,,,Legorreta,10.000 biztanleko,Legorreta,96.4
2020,,,Legorreta,10.000 biztanleko,Legorreta,27.6
2022,,,Legorreta,10.000 biztanleko,Legorreta,41.4
2019,,,Legorreta,10.000 biztanleko,Legorreta,27.6
2019,,,Legutio,10.000 biztanleko,Legutio,48.5
2023,,,Legutio,10.000 biztanleko,Legutio,41.6
2020,,,Legutio,10.000 biztanleko,Legutio,47.3
2022,,,Legutio,10.000 biztanleko,Legutio,33.2
2021,,,Legutio,10.000 biztanleko,Legutio,81.1
2020,,,Leintz-Gatzaga,10.000 biztanleko,Leintz-Gatzaga,0.0
2022,,,Leintz-Gatzaga,10.000 biztanleko,Leintz-Gatzaga,0.0
2021,,,Leintz-Gatzaga,10.000 biztanleko,Leintz-Gatzaga,0.0
2019,,,Leintz-Gatzaga,10.000 biztanleko,Leintz-Gatzaga,0.0
2023,,,Leintz-Gatzaga,10.000 biztanleko,Leintz-Gatzaga,0.0
2019,,,Leioa,10.000 biztanleko,Leioa,42.2
2022,,,Leioa,10.000 biztanleko,Leioa,43.6
2023,,,Leioa,10.000 biztanleko,Leioa,34.7
2020,,,Leioa,10.000 biztanleko,Leioa,37.6
2021,,,Leioa,10.000 biztanleko,Leioa,38.5
2022,,,Lekeitio,10.000 biztanleko,Lekeitio,13.6
2020,,,Lekeitio,10.000 biztanleko,Lekeitio,19.1
2019,,,Lekeitio,10.000 biztanleko,Lekeitio,16.5
2023,,,Lekeitio,10.000 biztanleko,Lekeitio,27.7
2021,,,Lekeitio,10.000 biztanleko,Lekeitio,16.4
2022,,,Lemoa,10.000 biztanleko,Lemoa,22.5
2019,,,Lemoa,10.000 biztanleko,Lemoa,27.8
2021,,,Lemoa,10.000 biztanleko,Lemoa,27.8
2020,,,Lemoa,10.000 biztanleko,Lemoa,27.8
2023,,,Lemoa,10.000 biztanleko,Lemoa,45.0
2022,,,Lemoiz,10.000 biztanleko,Lemoiz,49.6
2021,,,Lemoiz,10.000 biztanleko,Lemoiz,17.3
2020,,,Lemoiz,10.000 biztanleko,Lemoiz,0.0
2019,,,Lemoiz,10.000 biztanleko,Lemoiz,17.6
2023,,,Lemoiz,10.000 biztanleko,Lemoiz,0.0
2022,,,Leza,10.000 biztanleko,Leza,90.1
2019,,,Leza,10.000 biztanleko,Leza,0.0
2020,,,Leza,10.000 biztanleko,Leza,92.2
2023,,,Leza,10.000 biztanleko,Leza,0.0
2021,,,Leza,10.000 biztanleko,Leza,0.0
2020,,,Lezama,10.000 biztanleko,Lezama,16.2
2019,,,Lezama,10.000 biztanleko,Lezama,24.5
2023,,,Lezama,10.000 biztanleko,Lezama,24.6
2022,,,Lezama,10.000 biztanleko,Lezama,40.7
2021,,,Lezama,10.000 biztanleko,Lezama,32.5
2022,,,Lezo,10.000 biztanleko,Lezo,42.6
2020,,,Lezo,10.000 biztanleko,Lezo,62.6
2019,,,Lezo,10.000 biztanleko,Lezo,43.0
2021,,,Lezo,10.000 biztanleko,Lezo,52.6
2023,,,Lezo,10.000 biztanleko,Lezo,49.2
2023,,,Lizartza,10.000 biztanleko,Lizartza,0.0
2021,,,Lizartza,10.000 biztanleko,Lizartza,0.0
2020,,,Lizartza,10.000 biztanleko,Lizartza,0.0
2022,,,Lizartza,10.000 biztanleko,Lizartza,0.0
2019,,,Lizartza,10.000 biztanleko,Lizartza,99.3
2021,,,Loiu,10.000 biztanleko,Loiu,43.7
2022,,,Loiu,10.000 biztanleko,Loiu,45.2
2020,,,Loiu,10.000 biztanleko,Loiu,25.8
2019,,,Loiu,10.000 biztanleko,Loiu,60.1
2023,,,Loiu,10.000 biztanleko,Loiu,36.2
2020,,,Mallabia,10.000 biztanleko,Mallabia,17.3
2023,,,Mallabia,10.000 biztanleko,Mallabia,84.8
2019,,,Mallabia,10.000 biztanleko,Mallabia,17.2
2022,,,Mallabia,10.000 biztanleko,Mallabia,34.2
2021,,,Mallabia,10.000 biztanleko,Mallabia,17.3
2022,,,Mañaria,10.000 biztanleko,Mañaria,0.0
