Year,Series,Enfermedad no transmisible,Sexo,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Atxondo,Por 100.000 habitantes,Atxondo,435.1
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Aulesti,Por 100.000 habitantes,Aulesti,602.9
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Aulesti,Por 100.000 habitantes,Aulesti,1071.2
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Aulesti,Por 100.000 habitantes,Aulesti,461.5
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Aulesti,Por 100.000 habitantes,Aulesti,450.1
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Aulesti,Por 100.000 habitantes,Aulesti,611.6
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Aulesti,Por 100.000 habitantes,Aulesti,1669.2
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Aulesti,Por 100.000 habitantes,Aulesti,1219.5
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Aulesti,Por 100.000 habitantes,Aulesti,742.9
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Aulesti,Por 100.000 habitantes,Aulesti,918.8
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Aulesti,Por 100.000 habitantes,Aulesti,1207.5
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Aulesti,Por 100.000 habitantes,Aulesti,295.2
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Aulesti,Por 100.000 habitantes,Aulesti,931.0
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Aulesti,Por 100.000 habitantes,Aulesti,1377.2
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Aulesti,Por 100.000 habitantes,Aulesti,749.6
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Ayala/Aiara,Por 100.000 habitantes,Ayala/Aiara,491.8
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Ayala/Aiara,Por 100.000 habitantes,Ayala/Aiara,589.9
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Ayala/Aiara,Por 100.000 habitantes,Ayala/Aiara,452.1
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Ayala/Aiara,Por 100.000 habitantes,Ayala/Aiara,414.1
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Ayala/Aiara,Por 100.000 habitantes,Ayala/Aiara,484.5
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Ayala/Aiara,Por 100.000 habitantes,Ayala/Aiara,415.2
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Ayala/Aiara,Por 100.000 habitantes,Ayala/Aiara,759.3
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Ayala/Aiara,Por 100.000 habitantes,Ayala/Aiara,393.0
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Ayala/Aiara,Por 100.000 habitantes,Ayala/Aiara,586.0
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Ayala/Aiara,Por 100.000 habitantes,Ayala/Aiara,623.7
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Ayala/Aiara,Por 100.000 habitantes,Ayala/Aiara,487.0
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Ayala/Aiara,Por 100.000 habitantes,Ayala/Aiara,516.5
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Ayala/Aiara,Por 100.000 habitantes,Ayala/Aiara,586.5
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Ayala/Aiara,Por 100.000 habitantes,Ayala/Aiara,520.9
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Azkoitia,Por 100.000 habitantes,Azkoitia,670.1
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Azkoitia,Por 100.000 habitantes,Azkoitia,574.2
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Azkoitia,Por 100.000 habitantes,Azkoitia,617.4
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Azkoitia,Por 100.000 habitantes,Azkoitia,605.3
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Azkoitia,Por 100.000 habitantes,Azkoitia,779.6
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Azkoitia,Por 100.000 habitantes,Azkoitia,594.1
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Azkoitia,Por 100.000 habitantes,Azkoitia,434.3
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Azkoitia,Por 100.000 habitantes,Azkoitia,547.8
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Azkoitia,Por 100.000 habitantes,Azkoitia,538.2
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Azkoitia,Por 100.000 habitantes,Azkoitia,593.3
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Azkoitia,Por 100.000 habitantes,Azkoitia,675.2
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Azkoitia,Por 100.000 habitantes,Azkoitia,542.7
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Azkoitia,Por 100.000 habitantes,Azkoitia,562.0
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Azkoitia,Por 100.000 habitantes,Azkoitia,578.8
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Azpeitia,Por 100.000 habitantes,Azpeitia,578.5
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Azpeitia,Por 100.000 habitantes,Azpeitia,620.9
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Azpeitia,Por 100.000 habitantes,Azpeitia,484.3
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Azpeitia,Por 100.000 habitantes,Azpeitia,722.3
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Azpeitia,Por 100.000 habitantes,Azpeitia,573.7
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Azpeitia,Por 100.000 habitantes,Azpeitia,483.3
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Azpeitia,Por 100.000 habitantes,Azpeitia,618.4
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Azpeitia,Por 100.000 habitantes,Azpeitia,582.7
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Azpeitia,Por 100.000 habitantes,Azpeitia,487.4
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Azpeitia,Por 100.000 habitantes,Azpeitia,567.4
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Azpeitia,Por 100.000 habitantes,Azpeitia,542.1
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Azpeitia,Por 100.000 habitantes,Azpeitia,573.9
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Azpeitia,Por 100.000 habitantes,Azpeitia,520.2
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Azpeitia,Por 100.000 habitantes,Azpeitia,502.1
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Bakio,Por 100.000 habitantes,Bakio,455.8
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Bakio,Por 100.000 habitantes,Bakio,464.7
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Bakio,Por 100.000 habitantes,Bakio,419.2
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Bakio,Por 100.000 habitantes,Bakio,386.1
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Bakio,Por 100.000 habitantes,Bakio,318.5
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Bakio,Por 100.000 habitantes,Bakio,270.8
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Bakio,Por 100.000 habitantes,Bakio,530.6
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Bakio,Por 100.000 habitantes,Bakio,443.8
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Bakio,Por 100.000 habitantes,Bakio,495.3
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Bakio,Por 100.000 habitantes,Bakio,534.6
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Bakio,Por 100.000 habitantes,Bakio,579.2
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Bakio,Por 100.000 habitantes,Bakio,385.9
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Bakio,Por 100.000 habitantes,Bakio,615.4
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Bakio,Por 100.000 habitantes,Bakio,604.3
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Baliarrain,Por 100.000 habitantes,Baliarrain,673.4
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Baliarrain,Por 100.000 habitantes,Baliarrain,625.0
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Baliarrain,Por 100.000 habitantes,Baliarrain,628.9
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Baliarrain,Por 100.000 habitantes,Baliarrain,806.5
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Baliarrain,Por 100.000 habitantes,Baliarrain,1290.3
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Baliarrain,Por 100.000 habitantes,Baliarrain,641.0
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Baliarrain,Por 100.000 habitantes,Baliarrain,1365.2
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Baliarrain,Por 100.000 habitantes,Baliarrain,1550.4
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Baliarrain,Por 100.000 habitantes,Baliarrain,662.3
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Balmaseda,Por 100.000 habitantes,Balmaseda,892.8
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Balmaseda,Por 100.000 habitantes,Balmaseda,777.6
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Balmaseda,Por 100.000 habitantes,Balmaseda,965.4
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Balmaseda,Por 100.000 habitantes,Balmaseda,723.8
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Balmaseda,Por 100.000 habitantes,Balmaseda,721.7
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Balmaseda,Por 100.000 habitantes,Balmaseda,754.8
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Balmaseda,Por 100.000 habitantes,Balmaseda,941.3
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Balmaseda,Por 100.000 habitantes,Balmaseda,718.4
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Balmaseda,Por 100.000 habitantes,Balmaseda,776.8
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Balmaseda,Por 100.000 habitantes,Balmaseda,771.7
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Balmaseda,Por 100.000 habitantes,Balmaseda,589.5
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Balmaseda,Por 100.000 habitantes,Balmaseda,669.7
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Balmaseda,Por 100.000 habitantes,Balmaseda,723.7
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Balmaseda,Por 100.000 habitantes,Balmaseda,846.5
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Baños de Ebro/Mañueta,Por 100.000 habitantes,Baños de Ebro/Mañueta,936.0
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Baños de Ebro/Mañueta,Por 100.000 habitantes,Baños de Ebro/Mañueta,1602.6
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Baños de Ebro/Mañueta,Por 100.000 habitantes,Baños de Ebro/Mañueta,1217.7
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Baños de Ebro/Mañueta,Por 100.000 habitantes,Baños de Ebro/Mañueta,1259.8
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Baños de Ebro/Mañueta,Por 100.000 habitantes,Baños de Ebro/Mañueta,955.4
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Baños de Ebro/Mañueta,Por 100.000 habitantes,Baños de Ebro/Mañueta,1227.0
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Baños de Ebro/Mañueta,Por 100.000 habitantes,Baños de Ebro/Mañueta,1545.6
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Baños de Ebro/Mañueta,Por 100.000 habitantes,Baños de Ebro/Mañueta,638.0
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Baños de Ebro/Mañueta,Por 100.000 habitantes,Baños de Ebro/Mañueta,627.0
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Baños de Ebro/Mañueta,Por 100.000 habitantes,Baños de Ebro/Mañueta,930.2
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Baños de Ebro/Mañueta,Por 100.000 habitantes,Baños de Ebro/Mañueta,952.4
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Baños de Ebro/Mañueta,Por 100.000 habitantes,Baños de Ebro/Mañueta,633.9
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Baños de Ebro/Mañueta,Por 100.000 habitantes,Baños de Ebro/Mañueta,634.9
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Baños de Ebro/Mañueta,Por 100.000 habitantes,Baños de Ebro/Mañueta,931.7
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Barakaldo,Por 100.000 habitantes,Barakaldo,698.7
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Barakaldo,Por 100.000 habitantes,Barakaldo,722.2
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Barakaldo,Por 100.000 habitantes,Barakaldo,743.8
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Barakaldo,Por 100.000 habitantes,Barakaldo,772.5
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Barakaldo,Por 100.000 habitantes,Barakaldo,736.5
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Barakaldo,Por 100.000 habitantes,Barakaldo,696.6
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Barakaldo,Por 100.000 habitantes,Barakaldo,734.7
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Barakaldo,Por 100.000 habitantes,Barakaldo,733.0
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Barakaldo,Por 100.000 habitantes,Barakaldo,788.7
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Barakaldo,Por 100.000 habitantes,Barakaldo,720.7
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Barakaldo,Por 100.000 habitantes,Barakaldo,681.4
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Barakaldo,Por 100.000 habitantes,Barakaldo,659.4
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Barakaldo,Por 100.000 habitantes,Barakaldo,712.1
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Barakaldo,Por 100.000 habitantes,Barakaldo,738.3
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Barrika,Por 100.000 habitantes,Barrika,704.9
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Barrika,Por 100.000 habitantes,Barrika,774.4
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Barrika,Por 100.000 habitantes,Barrika,455.6
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Barrika,Por 100.000 habitantes,Barrika,755.2
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Barrika,Por 100.000 habitantes,Barrika,653.8
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Barrika,Por 100.000 habitantes,Barrika,732.4
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Barrika,Por 100.000 habitantes,Barrika,588.0
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Barrika,Por 100.000 habitantes,Barrika,503.8
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Barrika,Por 100.000 habitantes,Barrika,725.1
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Barrika,Por 100.000 habitantes,Barrika,1110.0
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Barrika,Por 100.000 habitantes,Barrika,903.5
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Barrika,Por 100.000 habitantes,Barrika,705.1
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Barrika,Por 100.000 habitantes,Barrika,959.7
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Barrika,Por 100.000 habitantes,Barrika,504.1
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Barrundia,Por 100.000 habitantes,Barrundia,735.7
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Barrundia,Por 100.000 habitantes,Barrundia,429.9
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Barrundia,Por 100.000 habitantes,Barrundia,633.9
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Barrundia,Por 100.000 habitantes,Barrundia,423.1
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Barrundia,Por 100.000 habitantes,Barrundia,320.9
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Barrundia,Por 100.000 habitantes,Barrundia,320.5
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Barrundia,Por 100.000 habitantes,Barrundia,423.7
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Barrundia,Por 100.000 habitantes,Barrundia,546.4
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Barrundia,Por 100.000 habitantes,Barrundia,757.6
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Barrundia,Por 100.000 habitantes,Barrundia,1366.3
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Barrundia,Por 100.000 habitantes,Barrundia,428.0
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Barrundia,Por 100.000 habitantes,Barrundia,528.3
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Barrundia,Por 100.000 habitantes,Barrundia,212.1
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Barrundia,Por 100.000 habitantes,Barrundia,533.3
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Basauri,Por 100.000 habitantes,Basauri,820.3
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Basauri,Por 100.000 habitantes,Basauri,727.3
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Basauri,Por 100.000 habitantes,Basauri,637.2
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Basauri,Por 100.000 habitantes,Basauri,738.5
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Basauri,Por 100.000 habitantes,Basauri,698.5
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Basauri,Por 100.000 habitantes,Basauri,803.7
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Basauri,Por 100.000 habitantes,Basauri,802.0
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Basauri,Por 100.000 habitantes,Basauri,660.4
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Basauri,Por 100.000 habitantes,Basauri,808.9
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Basauri,Por 100.000 habitantes,Basauri,804.6
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Basauri,Por 100.000 habitantes,Basauri,790.0
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Basauri,Por 100.000 habitantes,Basauri,685.7
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Basauri,Por 100.000 habitantes,Basauri,668.9
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Basauri,Por 100.000 habitantes,Basauri,691.9
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Beasain,Por 100.000 habitantes,Beasain,495.9
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Beasain,Por 100.000 habitantes,Beasain,635.9
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Beasain,Por 100.000 habitantes,Beasain,579.1
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Beasain,Por 100.000 habitantes,Beasain,525.0
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Beasain,Por 100.000 habitantes,Beasain,530.2
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Beasain,Por 100.000 habitantes,Beasain,658.4
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Beasain,Por 100.000 habitantes,Beasain,613.7
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Beasain,Por 100.000 habitantes,Beasain,537.5
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Beasain,Por 100.000 habitantes,Beasain,557.8
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Beasain,Por 100.000 habitantes,Beasain,488.0
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Beasain,Por 100.000 habitantes,Beasain,536.5
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Beasain,Por 100.000 habitantes,Beasain,511.2
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Beasain,Por 100.000 habitantes,Beasain,529.7
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Beasain,Por 100.000 habitantes,Beasain,570.4
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Bedia,Por 100.000 habitantes,Bedia,442.9
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Bedia,Por 100.000 habitantes,Bedia,488.3
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Bedia,Por 100.000 habitantes,Bedia,1166.7
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Bedia,Por 100.000 habitantes,Bedia,1141.2
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Bedia,Por 100.000 habitantes,Bedia,376.6
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Bedia,Por 100.000 habitantes,Bedia,975.6
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Bedia,Por 100.000 habitantes,Bedia,585.7
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Bedia,Por 100.000 habitantes,Bedia,722.8
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Bedia,Por 100.000 habitantes,Bedia,895.3
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Bedia,Por 100.000 habitantes,Bedia,672.4
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Bedia,Por 100.000 habitantes,Bedia,1000.0
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Bedia,Por 100.000 habitantes,Bedia,735.6
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Bedia,Por 100.000 habitantes,Bedia,585.1
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Bedia,Por 100.000 habitantes,Bedia,818.4
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Beizama,Por 100.000 habitantes,Beizama,766.3
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Beizama,Por 100.000 habitantes,Beizama,1851.9
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Beizama,Por 100.000 habitantes,Beizama,784.3
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Beizama,Por 100.000 habitantes,Beizama,796.8
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Beizama,Por 100.000 habitantes,Beizama,869.6
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Beizama,Por 100.000 habitantes,Beizama,1487.0
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Beizama,Por 100.000 habitantes,Beizama,1355.9
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Belauntza,Por 100.000 habitantes,Belauntza,392.2
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Belauntza,Por 100.000 habitantes,Belauntza,1015.2
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Belauntza,Por 100.000 habitantes,Belauntza,389.9
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Belauntza,Por 100.000 habitantes,Belauntza,770.7
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Belauntza,Por 100.000 habitantes,Belauntza,346.0
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Belauntza,Por 100.000 habitantes,Belauntza,775.2
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Belauntza,Por 100.000 habitantes,Belauntza,359.1
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Belauntza,Por 100.000 habitantes,Belauntza,1000.0
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Belauntza,Por 100.000 habitantes,Belauntza,643.1
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Belauntza,Por 100.000 habitantes,Belauntza,357.1
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Belauntza,Por 100.000 habitantes,Belauntza,337.8
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Belauntza,Por 100.000 habitantes,Belauntza,1119.4
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Belauntza,Por 100.000 habitantes,Belauntza,1125.7
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Berango,Por 100.000 habitantes,Berango,381.2
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Berango,Por 100.000 habitantes,Berango,367.7
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Berango,Por 100.000 habitantes,Berango,352.7
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Berango,Por 100.000 habitantes,Berango,455.1
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Berango,Por 100.000 habitantes,Berango,295.6
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Berango,Por 100.000 habitantes,Berango,399.9
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Berango,Por 100.000 habitantes,Berango,411.0
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Berango,Por 100.000 habitantes,Berango,461.9
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Berango,Por 100.000 habitantes,Berango,498.4
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Berango,Por 100.000 habitantes,Berango,420.4
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Berango,Por 100.000 habitantes,Berango,409.0
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Berango,Por 100.000 habitantes,Berango,538.1
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Berango,Por 100.000 habitantes,Berango,463.6
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Berango,Por 100.000 habitantes,Berango,402.8
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Berantevilla,Por 100.000 habitantes,Berantevilla,400.0
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Berantevilla,Por 100.000 habitantes,Berantevilla,419.7
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Berantevilla,Por 100.000 habitantes,Berantevilla,621.8
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Berantevilla,Por 100.000 habitantes,Berantevilla,1042.8
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Berantevilla,Por 100.000 habitantes,Berantevilla,799.2
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Berantevilla,Por 100.000 habitantes,Berantevilla,1013.2
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Berantevilla,Por 100.000 habitantes,Berantevilla,415.4
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Berantevilla,Por 100.000 habitantes,Berantevilla,619.8
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Berantevilla,Por 100.000 habitantes,Berantevilla,410.7
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Berantevilla,Por 100.000 habitantes,Berantevilla,623.1
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Berantevilla,Por 100.000 habitantes,Berantevilla,401.2
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Berantevilla,Por 100.000 habitantes,Berantevilla,420.2
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Berantevilla,Por 100.000 habitantes,Berantevilla,588.2
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Berastegi,Por 100.000 habitantes,Berastegi,470.1
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Berastegi,Por 100.000 habitantes,Berastegi,771.8
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Berastegi,Por 100.000 habitantes,Berastegi,1030.0
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Berastegi,Por 100.000 habitantes,Berastegi,766.7
