Year,Series,Sexo,Edad,Territorio histórico,Units,Value
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-24 años,Gipuzkoa,%,82.1
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-24 años,Gipuzkoa,%,82.4
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-24 años,Gipuzkoa,%,81.3
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-24 años,Gipuzkoa,%,82.1
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-24 años,Gipuzkoa,%,82.3
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-24 años,Gipuzkoa,%,80.0
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-24 años,Gipuzkoa,%,80.0
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,,%,25.4
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,,%,11.9
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,,%,23.4
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,,%,18.8
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,,%,24.1
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,,%,26.4
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,,%,18.6
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,,%,21.6
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,,%,21.4
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,,%,12.1
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,,%,18.3
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,,%,11.4
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,,%,26.1
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,,%,24.2
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,,%,21.1
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Araba/Álava,%,20.1
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Araba/Álava,%,23.6
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Araba/Álava,%,26.7
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Araba/Álava,%,24.1
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Araba/Álava,%,21.3
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Araba/Álava,%,27.2
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Araba/Álava,%,11.8
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Araba/Álava,%,11.0
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Araba/Álava,%,20.6
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Araba/Álava,%,21.2
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Araba/Álava,%,10.9
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Araba/Álava,%,24.9
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Araba/Álava,%,19.8
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Araba/Álava,%,24.4
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Araba/Álava,%,26.7
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Bizkaia,%,26.4
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Bizkaia,%,21.5
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Bizkaia,%,21.9
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Bizkaia,%,18.7
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Bizkaia,%,24.9
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Bizkaia,%,11.6
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Bizkaia,%,17.8
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Bizkaia,%,10.9
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Bizkaia,%,10.4
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Bizkaia,%,20.6
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Bizkaia,%,23.0
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Bizkaia,%,18.6
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Bizkaia,%,21.4
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Bizkaia,%,24.2
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Bizkaia,%,25.6
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Gipuzkoa,%,14.0
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Gipuzkoa,%,27.6
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Gipuzkoa,%,21.6
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Gipuzkoa,%,25.5
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Gipuzkoa,%,26.6
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Gipuzkoa,%,20.6
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Gipuzkoa,%,21.4
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Gipuzkoa,%,24.0
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Gipuzkoa,%,26.2
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Gipuzkoa,%,24.2
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Gipuzkoa,%,18.6
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Gipuzkoa,%,13.1
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Gipuzkoa,%,18.4
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Gipuzkoa,%,17.8
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,15-64 años,Gipuzkoa,%,13.2
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,,%,2.9
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,,%,15.1
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,,%,13.4
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,,%,9.2
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,,%,9.7
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,,%,15.9
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,,%,14.1
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,,%,13.4
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,,%,3.0
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,,%,17.6
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,,%,10.4
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,,%,3.0
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,,%,11.6
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,,%,15.6
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,,%,11.5
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Araba/Álava,%,11.4
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Araba/Álava,%,16.6
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Araba/Álava,%,14.3
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Araba/Álava,%,14.7
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Araba/Álava,%,11.5
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Araba/Álava,%,2.0
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Araba/Álava,%,16.9
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Araba/Álava,%,18.7
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Araba/Álava,%,2.2
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Araba/Álava,%,13.9
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Araba/Álava,%,12.5
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Araba/Álava,%,11.5
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Araba/Álava,%,2.2
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Araba/Álava,%,18.8
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Araba/Álava,%,11.4
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Bizkaia,%,9.1
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Bizkaia,%,16.2
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Bizkaia,%,13.4
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Bizkaia,%,16.0
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Bizkaia,%,13.2
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Bizkaia,%,12.6
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Bizkaia,%,2.1
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Bizkaia,%,2.9
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Bizkaia,%,2.0
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Bizkaia,%,10.5
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Bizkaia,%,9.7
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Bizkaia,%,15.6
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Bizkaia,%,14.4
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Bizkaia,%,12.2
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Bizkaia,%,12.3
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Gipuzkoa,%,13.1
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Gipuzkoa,%,13.6
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Gipuzkoa,%,14.5
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Gipuzkoa,%,9.2
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Gipuzkoa,%,19.5
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Gipuzkoa,%,8.9
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Gipuzkoa,%,4.7
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Gipuzkoa,%,5.0
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Gipuzkoa,%,3.7
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Gipuzkoa,%,13.0
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Gipuzkoa,%,10.3
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Gipuzkoa,%,18.1
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Gipuzkoa,%,8.3
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Gipuzkoa,%,10.7
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Mujer,25-64 años,Gipuzkoa,%,15.5
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,,%,78.5
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,,%,81.2
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,,%,72.3
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,,%,81.0
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,,%,79.8
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,,%,70.8
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,,%,78.7
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,,%,79.4
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,,%,78.0
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,,%,81.0
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,,%,79.7
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,,%,75.2
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,,%,78.3
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,,%,74.9
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,,%,76.3
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Araba/Álava,%,75.2
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Araba/Álava,%,64.3
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Araba/Álava,%,76.2
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Araba/Álava,%,74.5
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Araba/Álava,%,78.4
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Araba/Álava,%,74.4
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Araba/Álava,%,68.7
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Araba/Álava,%,75.8
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Araba/Álava,%,66.4
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Araba/Álava,%,77.4
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Araba/Álava,%,80.3
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Araba/Álava,%,75.8
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Araba/Álava,%,77.7
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Araba/Álava,%,82.3
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Araba/Álava,%,75.4
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Bizkaia,%,81.9
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Bizkaia,%,79.8
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Bizkaia,%,82.3
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Bizkaia,%,73.2
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Bizkaia,%,79.9
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Bizkaia,%,83.8
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Bizkaia,%,80.3
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Bizkaia,%,78.1
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Bizkaia,%,80.9
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Bizkaia,%,77.0
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Bizkaia,%,81.7
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Bizkaia,%,69.8
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Bizkaia,%,78.6
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Bizkaia,%,77.1
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Bizkaia,%,78.1
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Gipuzkoa,%,74.4
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Gipuzkoa,%,79.2
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Gipuzkoa,%,79.4
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Gipuzkoa,%,73.9
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Gipuzkoa,%,76.6
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Gipuzkoa,%,80.3
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Gipuzkoa,%,80.3
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Gipuzkoa,%,74.4
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Gipuzkoa,%,79.7
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Gipuzkoa,%,75.7
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Gipuzkoa,%,73.4
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Gipuzkoa,%,80.4
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Gipuzkoa,%,77.4
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Gipuzkoa,%,71.1
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-24 años,Gipuzkoa,%,81.1
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,,%,12.1
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,,%,18.1
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,,%,11.7
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,,%,19.8
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,,%,20.4
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,,%,22.6
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,,%,20.2
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,,%,18.1
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,,%,19.7
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,,%,21.8
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,,%,23.4
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,,%,21.7
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,,%,12.5
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,,%,22.7
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,,%,17.2
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Araba/Álava,%,22.2
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Araba/Álava,%,21.6
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Araba/Álava,%,22.2
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Araba/Álava,%,17.6
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Araba/Álava,%,18.0
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Araba/Álava,%,24.4
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Araba/Álava,%,23.1
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Araba/Álava,%,11.7
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Araba/Álava,%,10.4
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Araba/Álava,%,23.4
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Araba/Álava,%,22.5
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Araba/Álava,%,17.1
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Araba/Álava,%,19.0
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Araba/Álava,%,19.9
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Araba/Álava,%,10.5
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Bizkaia,%,20.4
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Bizkaia,%,18.9
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Bizkaia,%,10.6
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Bizkaia,%,12.5
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Bizkaia,%,11.6
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Bizkaia,%,16.9
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Bizkaia,%,18.3
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Bizkaia,%,20.9
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Bizkaia,%,22.0
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Bizkaia,%,18.9
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Bizkaia,%,20.5
