Year,Series,Province,County,Municipality,Units,GeoCode,Value
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Deba,%,Deba,132.72
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Deba,%,Deba,106.14
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Deba,%,Deba,97.36
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Deba,%,Deba,108.96
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Deba,%,Deba,143.17
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Deba,%,Deba,114.51
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Derio,%,Derio,96.01
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Derio,%,Derio,107.33
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Derio,%,Derio,94.67
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Derio,%,Derio,110.02
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Derio,%,Derio,105.61
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Derio,%,Derio,126.78
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Derio,%,Derio,114.9
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Derio,%,Derio,99.45
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Derio,%,Derio,101.51
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Derio,%,Derio,105.86
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Derio,%,Derio,105.88
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Derio,%,Derio,118.58
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Derio,%,Derio,77.01
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Derio,%,Derio,128.66
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Dima,%,Dima,107.41
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Dima,%,Dima,137.66
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Dima,%,Dima,111.21
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Dima,%,Dima,171.1
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Dima,%,Dima,120.53
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Dima,%,Dima,139.25
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Dima,%,Dima,135.42
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Dima,%,Dima,131.49
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Dima,%,Dima,104.45
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Dima,%,Dima,145.63
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Dima,%,Dima,121.67
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Dima,%,Dima,98.75
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Dima,%,Dima,122.28
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Dima,%,Dima,149.53
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Donostia / San Sebastián,%,Donostia / San Sebastián,82.74
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Donostia / San Sebastián,%,Donostia / San Sebastián,98.72
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Donostia / San Sebastián,%,Donostia / San Sebastián,92.92
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Donostia / San Sebastián,%,Donostia / San Sebastián,86.02
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Donostia / San Sebastián,%,Donostia / San Sebastián,106.28
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Donostia / San Sebastián,%,Donostia / San Sebastián,88.71
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Donostia / San Sebastián,%,Donostia / San Sebastián,79.65
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.63
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Donostia / San Sebastián,%,Donostia / San Sebastián,96.3
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Donostia / San Sebastián,%,Donostia / San Sebastián,95.68
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Donostia / San Sebastián,%,Donostia / San Sebastián,109.13
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.52
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Donostia / San Sebastián,%,Donostia / San Sebastián,96.1
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Donostia / San Sebastián,%,Donostia / San Sebastián,80.48
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Durango,%,Durango,86.02
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Durango,%,Durango,98.01
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Durango,%,Durango,103.45
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Durango,%,Durango,102.06
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Durango,%,Durango,94.21
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Durango,%,Durango,100.66
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Durango,%,Durango,105.87
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Durango,%,Durango,103.15
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Durango,%,Durango,101.38
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Durango,%,Durango,108.37
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Durango,%,Durango,106.15
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Durango,%,Durango,88.17
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Durango,%,Durango,97.81
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Durango,%,Durango,111.03
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ea,%,Ea,131.72
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ea,%,Ea,135.86
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ea,%,Ea,136.52
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ea,%,Ea,138.58
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ea,%,Ea,92.23
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ea,%,Ea,145.37
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ea,%,Ea,258.18
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ea,%,Ea,248.61
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ea,%,Ea,111.05
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ea,%,Ea,124.02
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ea,%,Ea,119.32
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ea,%,Ea,168.14
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ea,%,Ea,134.64
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ea,%,Ea,177.23
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Eibar,%,Eibar,86.96
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Eibar,%,Eibar,98.83
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Eibar,%,Eibar,86.91
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Eibar,%,Eibar,97.79
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Eibar,%,Eibar,85.33
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Eibar,%,Eibar,89.92
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Eibar,%,Eibar,88.93
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Eibar,%,Eibar,96.52
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Eibar,%,Eibar,94.05
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Eibar,%,Eibar,116.87
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Eibar,%,Eibar,95.38
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Eibar,%,Eibar,93.9
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Eibar,%,Eibar,109.92
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Eibar,%,Eibar,92.41
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elantxobe,%,Elantxobe,88.99
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elantxobe,%,Elantxobe,122.2
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elantxobe,%,Elantxobe,120.92
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elantxobe,%,Elantxobe,115.57
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elantxobe,%,Elantxobe,128.17
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elantxobe,%,Elantxobe,123.13
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elantxobe,%,Elantxobe,110.8
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elantxobe,%,Elantxobe,197.1
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elantxobe,%,Elantxobe,122.49
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elantxobe,%,Elantxobe,203.24
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elantxobe,%,Elantxobe,125.04
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elantxobe,%,Elantxobe,92.8
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elantxobe,%,Elantxobe,97.55
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elantxobe,%,Elantxobe,126.29
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elburgo/Burgelu,%,Elburgo/Burgelu,197.71
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elburgo/Burgelu,%,Elburgo/Burgelu,91.53
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elburgo/Burgelu,%,Elburgo/Burgelu,92.49
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elburgo/Burgelu,%,Elburgo/Burgelu,116.75
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elburgo/Burgelu,%,Elburgo/Burgelu,105.57
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elburgo/Burgelu,%,Elburgo/Burgelu,96.61
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elburgo/Burgelu,%,Elburgo/Burgelu,69.13
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elburgo/Burgelu,%,Elburgo/Burgelu,110.81
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elburgo/Burgelu,%,Elburgo/Burgelu,98.19
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elburgo/Burgelu,%,Elburgo/Burgelu,93.02
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elburgo/Burgelu,%,Elburgo/Burgelu,100.67
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elburgo/Burgelu,%,Elburgo/Burgelu,105.31
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elburgo/Burgelu,%,Elburgo/Burgelu,115.64
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elburgo/Burgelu,%,Elburgo/Burgelu,96.11
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elciego,%,Elciego,103.23
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elciego,%,Elciego,93.56
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elciego,%,Elciego,91.07
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elciego,%,Elciego,106.3
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elciego,%,Elciego,185.29
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elciego,%,Elciego,94.18
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elciego,%,Elciego,93.2
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elciego,%,Elciego,105.35
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elciego,%,Elciego,108.02
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elciego,%,Elciego,64.85
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elciego,%,Elciego,104.17
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elciego,%,Elciego,121.68
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elciego,%,Elciego,97.63
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elciego,%,Elciego,147.24
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elduain,%,Elduain,102.07
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elduain,%,Elduain,94.81
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elduain,%,Elduain,87.31
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elduain,%,Elduain,98.84
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elduain,%,Elduain,127.23
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elduain,%,Elduain,67.26
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elduain,%,Elduain,84.66
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elduain,%,Elduain,105.13
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elduain,%,Elduain,92.84
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elduain,%,Elduain,93.73
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elduain,%,Elduain,102.88
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elduain,%,Elduain,89.47
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elduain,%,Elduain,72.63
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgeta,%,Elgeta,97.47
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgeta,%,Elgeta,110.09
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgeta,%,Elgeta,123.2
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgeta,%,Elgeta,93.24
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgeta,%,Elgeta,98.99
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgeta,%,Elgeta,87.23
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgeta,%,Elgeta,86.55
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgeta,%,Elgeta,96.07
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgeta,%,Elgeta,96.93
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgeta,%,Elgeta,110.82
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgeta,%,Elgeta,134.4
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgeta,%,Elgeta,105.33
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgeta,%,Elgeta,121.36
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgeta,%,Elgeta,106.27
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgoibar,%,Elgoibar,88.73
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgoibar,%,Elgoibar,93.53
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgoibar,%,Elgoibar,92.31
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgoibar,%,Elgoibar,103.74
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgoibar,%,Elgoibar,91.01
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgoibar,%,Elgoibar,116.74
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgoibar,%,Elgoibar,105.05
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgoibar,%,Elgoibar,94.94
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgoibar,%,Elgoibar,105.67
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgoibar,%,Elgoibar,100.26
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgoibar,%,Elgoibar,99.23
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgoibar,%,Elgoibar,88.58
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgoibar,%,Elgoibar,103.4
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elgoibar,%,Elgoibar,101.76
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elorrio,%,Elorrio,116.73
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elorrio,%,Elorrio,103.49
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elorrio,%,Elorrio,115.58
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elorrio,%,Elorrio,103.31
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elorrio,%,Elorrio,113.37
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elorrio,%,Elorrio,108.58
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elorrio,%,Elorrio,133.83
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elorrio,%,Elorrio,116.63
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elorrio,%,Elorrio,94.5
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elorrio,%,Elorrio,87.52
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elorrio,%,Elorrio,103.43
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elorrio,%,Elorrio,100.42
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elorrio,%,Elorrio,119.15
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elorrio,%,Elorrio,100.65
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elvillar/Bilar,%,Elvillar/Bilar,126.93
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elvillar/Bilar,%,Elvillar/Bilar,249.81
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elvillar/Bilar,%,Elvillar/Bilar,99.4
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elvillar/Bilar,%,Elvillar/Bilar,99.72
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elvillar/Bilar,%,Elvillar/Bilar,348.88
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elvillar/Bilar,%,Elvillar/Bilar,116.26
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elvillar/Bilar,%,Elvillar/Bilar,134.97
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elvillar/Bilar,%,Elvillar/Bilar,95.53
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elvillar/Bilar,%,Elvillar/Bilar,85.52
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elvillar/Bilar,%,Elvillar/Bilar,111.0
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elvillar/Bilar,%,Elvillar/Bilar,124.95
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elvillar/Bilar,%,Elvillar/Bilar,109.16
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elvillar/Bilar,%,Elvillar/Bilar,76.25
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Elvillar/Bilar,%,Elvillar/Bilar,101.06
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Erandio,%,Erandio,112.78
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Erandio,%,Erandio,103.53
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Erandio,%,Erandio,101.16
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Erandio,%,Erandio,103.88
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Erandio,%,Erandio,100.55
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Erandio,%,Erandio,100.49
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Erandio,%,Erandio,94.66
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Erandio,%,Erandio,95.21
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Erandio,%,Erandio,99.36
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Erandio,%,Erandio,104.93
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Erandio,%,Erandio,93.24
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Erandio,%,Erandio,99.1
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Erandio,%,Erandio,103.09
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Erandio,%,Erandio,98.29
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ereño,%,Ereño,150.15
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ereño,%,Ereño,122.71
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ereño,%,Ereño,106.18
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ereño,%,Ereño,100.33
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ereño,%,Ereño,73.79
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ereño,%,Ereño,67.96
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ereño,%,Ereño,114.14
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ereño,%,Ereño,91.05
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ereño,%,Ereño,96.2
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ereño,%,Ereño,83.72
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ereño,%,Ereño,86.12
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ereño,%,Ereño,77.59
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ereño,%,Ereño,90.69
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ereño,%,Ereño,57.88
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ermua,%,Ermua,105.93
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ermua,%,Ermua,123.19
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ermua,%,Ermua,112.56
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ermua,%,Ermua,112.34
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ermua,%,Ermua,113.3
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ermua,%,Ermua,102.33
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ermua,%,Ermua,101.28
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ermua,%,Ermua,95.09
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ermua,%,Ermua,115.02
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ermua,%,Ermua,108.0
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ermua,%,Ermua,92.73
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ermua,%,Ermua,101.23
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ermua,%,Ermua,108.19
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ermua,%,Ermua,102.41
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errenteria,%,Errenteria,102.31
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errenteria,%,Errenteria,92.68
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errenteria,%,Errenteria,96.96
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errenteria,%,Errenteria,93.03
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errenteria,%,Errenteria,97.69
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errenteria,%,Errenteria,101.07
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errenteria,%,Errenteria,96.23
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errenteria,%,Errenteria,90.42
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errenteria,%,Errenteria,97.61
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errenteria,%,Errenteria,91.93
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errenteria,%,Errenteria,94.03
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errenteria,%,Errenteria,100.0
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errenteria,%,Errenteria,91.0
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errenteria,%,Errenteria,102.04
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errezil,%,Errezil,107.72
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errezil,%,Errezil,112.31
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errezil,%,Errezil,98.39
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errezil,%,Errezil,92.78
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errezil,%,Errezil,99.27
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errezil,%,Errezil,96.68
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errezil,%,Errezil,106.76
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errezil,%,Errezil,100.38
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errezil,%,Errezil,94.63
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errezil,%,Errezil,96.12
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errezil,%,Errezil,113.29
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errezil,%,Errezil,96.63
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errezil,%,Errezil,114.24
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Errezil,%,Errezil,108.96
