Year,Series,NCD,Sexo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2013,EU_SH_DTH_NCOM,,,,,ES48059,PER_100000_POP,ES48059,592.9
2010,EU_SH_DTH_NCOM,,,,,ES48059,PER_100000_POP,ES48059,780.5
2021,EU_SH_DTH_NCOM,,,,,ES48059,PER_100000_POP,ES48059,767.8
2018,EU_SH_DTH_NCOM,,,,,ES48059,PER_100000_POP,ES48059,966.2
2018,EU_SH_DTH_NCOM,,,,,ES48060,PER_100000_POP,ES48060,770.9
2010,EU_SH_DTH_NCOM,,,,,ES48060,PER_100000_POP,ES48060,714.1
2020,EU_SH_DTH_NCOM,,,,,ES48060,PER_100000_POP,ES48060,855.1
2012,EU_SH_DTH_NCOM,,,,,ES48060,PER_100000_POP,ES48060,569.6
2014,EU_SH_DTH_NCOM,,,,,ES48060,PER_100000_POP,ES48060,793.6
2022,EU_SH_DTH_NCOM,,,,,ES48060,PER_100000_POP,ES48060,657.0
2013,EU_SH_DTH_NCOM,,,,,ES48060,PER_100000_POP,ES48060,731.1
2015,EU_SH_DTH_NCOM,,,,,ES48060,PER_100000_POP,ES48060,693.5
2017,EU_SH_DTH_NCOM,,,,,ES48060,PER_100000_POP,ES48060,610.5
2021,EU_SH_DTH_NCOM,,,,,ES48060,PER_100000_POP,ES48060,676.2
2023,EU_SH_DTH_NCOM,,,,,ES48060,PER_100000_POP,ES48060,437.3
2011,EU_SH_DTH_NCOM,,,,,ES48060,PER_100000_POP,ES48060,550.0
2024,EU_SH_DTH_NCOM,,,,,ES48060,PER_100000_POP,ES48060,771.1
2016,EU_SH_DTH_NCOM,,,,,ES48060,PER_100000_POP,ES48060,732.3
2019,EU_SH_DTH_NCOM,,,,,ES48060,PER_100000_POP,ES48060,780.9
2021,EU_SH_DTH_NCOM,,,,,ES48061,PER_100000_POP,ES48061,610.4
2013,EU_SH_DTH_NCOM,,,,,ES48061,PER_100000_POP,ES48061,213.2
2017,EU_SH_DTH_NCOM,,,,,ES48061,PER_100000_POP,ES48061,1085.8
2015,EU_SH_DTH_NCOM,,,,,ES48061,PER_100000_POP,ES48061,743.1
2023,EU_SH_DTH_NCOM,,,,,ES48061,PER_100000_POP,ES48061,667.3
2012,EU_SH_DTH_NCOM,,,,,ES48061,PER_100000_POP,ES48061,632.9
2014,EU_SH_DTH_NCOM,,,,,ES48061,PER_100000_POP,ES48061,532.8
2016,EU_SH_DTH_NCOM,,,,,ES48061,PER_100000_POP,ES48061,321.5
2020,EU_SH_DTH_NCOM,,,,,ES48061,PER_100000_POP,ES48061,745.9
2022,EU_SH_DTH_NCOM,,,,,ES48061,PER_100000_POP,ES48061,583.1
2024,EU_SH_DTH_NCOM,,,,,ES48061,PER_100000_POP,ES48061,382.8
2010,EU_SH_DTH_NCOM,,,,,ES48061,PER_100000_POP,ES48061,777.3
2018,EU_SH_DTH_NCOM,,,,,ES48061,PER_100000_POP,ES48061,758.8
2019,EU_SH_DTH_NCOM,,,,,ES48061,PER_100000_POP,ES48061,759.2
2011,EU_SH_DTH_NCOM,,,,,ES48061,PER_100000_POP,ES48061,214.4
2016,EU_SH_DTH_NCOM,,,,,ES20901,PER_100000_POP,ES20901,575.0
2014,EU_SH_DTH_NCOM,,,,,ES20901,PER_100000_POP,ES20901,592.9
2024,EU_SH_DTH_NCOM,,,,,ES20901,PER_100000_POP,ES20901,246.9
2012,EU_SH_DTH_NCOM,,,,,ES20901,PER_100000_POP,ES20901,453.6
2022,EU_SH_DTH_NCOM,,,,,ES20901,PER_100000_POP,ES20901,543.7
2010,EU_SH_DTH_NCOM,,,,,ES20901,PER_100000_POP,ES20901,678.5
2011,EU_SH_DTH_NCOM,,,,,ES20901,PER_100000_POP,ES20901,409.6
2013,EU_SH_DTH_NCOM,,,,,ES20901,PER_100000_POP,ES20901,399.2
2015,EU_SH_DTH_NCOM,,,,,ES20901,PER_100000_POP,ES20901,441.6
2017,EU_SH_DTH_NCOM,,,,,ES20901,PER_100000_POP,ES20901,653.7
2019,EU_SH_DTH_NCOM,,,,,ES20901,PER_100000_POP,ES20901,517.2
2021,EU_SH_DTH_NCOM,,,,,ES20901,PER_100000_POP,ES20901,400.1
2023,EU_SH_DTH_NCOM,,,,,ES20901,PER_100000_POP,ES20901,743.7
2018,EU_SH_DTH_NCOM,,,,,ES20901,PER_100000_POP,ES20901,653.1
2020,EU_SH_DTH_NCOM,,,,,ES20901,PER_100000_POP,ES20901,340.1
2020,EU_SH_DTH_NCOM,,,,,ES48062,PER_100000_POP,ES48062,247.2
2018,EU_SH_DTH_NCOM,,,,,ES48062,PER_100000_POP,ES48062,492.6
2014,EU_SH_DTH_NCOM,,,,,ES48062,PER_100000_POP,ES48062,772.2
2010,EU_SH_DTH_NCOM,,,,,ES48062,PER_100000_POP,ES48062,769.2
2024,EU_SH_DTH_NCOM,,,,,ES48062,PER_100000_POP,ES48062,748.1
2011,EU_SH_DTH_NCOM,,,,,ES48062,PER_100000_POP,ES48062,1040.3
2013,EU_SH_DTH_NCOM,,,,,ES48062,PER_100000_POP,ES48062,788.4
2017,EU_SH_DTH_NCOM,,,,,ES48062,PER_100000_POP,ES48062,1236.1
2019,EU_SH_DTH_NCOM,,,,,ES48062,PER_100000_POP,ES48062,738.0
2021,EU_SH_DTH_NCOM,,,,,ES48062,PER_100000_POP,ES48062,488.4
2023,EU_SH_DTH_NCOM,,,,,ES48062,PER_100000_POP,ES48062,744.4
2015,EU_SH_DTH_NCOM,,,,,ES48062,PER_100000_POP,ES48062,252.5
2016,EU_SH_DTH_NCOM,,,,,ES48062,PER_100000_POP,ES48062,496.9
2022,EU_SH_DTH_NCOM,,,,,ES48062,PER_100000_POP,ES48062,242.7
2012,EU_SH_DTH_NCOM,,,,,ES48062,PER_100000_POP,ES48062,2108.0
2023,EU_SH_DTH_NCOM,,,,,ES48063,PER_100000_POP,ES48063,675.7
2011,EU_SH_DTH_NCOM,,,,,ES48063,PER_100000_POP,ES48063,220.5
2015,EU_SH_DTH_NCOM,,,,,ES48063,PER_100000_POP,ES48063,845.7
2017,EU_SH_DTH_NCOM,,,,,ES48063,PER_100000_POP,ES48063,208.1
2010,EU_SH_DTH_NCOM,,,,,ES48063,PER_100000_POP,ES48063,894.9
2012,EU_SH_DTH_NCOM,,,,,ES48063,PER_100000_POP,ES48063,439.6
2016,EU_SH_DTH_NCOM,,,,,ES48063,PER_100000_POP,ES48063,629.6
2018,EU_SH_DTH_NCOM,,,,,ES48063,PER_100000_POP,ES48063,207.3
2020,EU_SH_DTH_NCOM,,,,,ES48063,PER_100000_POP,ES48063,650.8
2022,EU_SH_DTH_NCOM,,,,,ES48063,PER_100000_POP,ES48063,446.4
2024,EU_SH_DTH_NCOM,,,,,ES48063,PER_100000_POP,ES48063,890.9
2014,EU_SH_DTH_NCOM,,,,,ES48063,PER_100000_POP,ES48063,1490.9
2019,EU_SH_DTH_NCOM,,,,,ES48063,PER_100000_POP,ES48063,1044.9
2021,EU_SH_DTH_NCOM,,,,,ES48063,PER_100000_POP,ES48063,444.0
2013,EU_SH_DTH_NCOM,,,,,ES48063,PER_100000_POP,ES48063,652.2
2020,EU_SH_DTH_NCOM,,,,,ES48064,PER_100000_POP,ES48064,697.4
2016,EU_SH_DTH_NCOM,,,,,ES48064,PER_100000_POP,ES48064,695.4
2012,EU_SH_DTH_NCOM,,,,,ES48064,PER_100000_POP,ES48064,1357.8
2010,EU_SH_DTH_NCOM,,,,,ES48064,PER_100000_POP,ES48064,1267.6
2018,EU_SH_DTH_NCOM,,,,,ES48064,PER_100000_POP,ES48064,563.8
2013,EU_SH_DTH_NCOM,,,,,ES48064,PER_100000_POP,ES48064,273.6
2015,EU_SH_DTH_NCOM,,,,,ES48064,PER_100000_POP,ES48064,694.4
2017,EU_SH_DTH_NCOM,,,,,ES48064,PER_100000_POP,ES48064,845.7
2021,EU_SH_DTH_NCOM,,,,,ES48064,PER_100000_POP,ES48064,683.5
2023,EU_SH_DTH_NCOM,,,,,ES48064,PER_100000_POP,ES48064,1079.6
2011,EU_SH_DTH_NCOM,,,,,ES48064,PER_100000_POP,ES48064,411.0
2024,EU_SH_DTH_NCOM,,,,,ES48064,PER_100000_POP,ES48064,1065.2
2014,EU_SH_DTH_NCOM,,,,,ES48064,PER_100000_POP,ES48064,1108.0
2022,EU_SH_DTH_NCOM,,,,,ES48064,PER_100000_POP,ES48064,410.4
2019,EU_SH_DTH_NCOM,,,,,ES48064,PER_100000_POP,ES48064,988.0
2020,EU_SH_DTH_NCOM,,,,,ES01039,PER_100000_POP,ES01039,381.0
2024,EU_SH_DTH_NCOM,,,,,ES01039,PER_100000_POP,ES01039,775.2
2021,EU_SH_DTH_NCOM,,,,,ES01039,PER_100000_POP,ES01039,775.2
2015,EU_SH_DTH_NCOM,,,,,ES01039,PER_100000_POP,ES01039,759.0
2012,EU_SH_DTH_NCOM,,,,,ES01039,PER_100000_POP,ES01039,361.0
2016,EU_SH_DTH_NCOM,,,,,ES01039,PER_100000_POP,ES01039,742.1
2010,EU_SH_DTH_NCOM,,,,,ES01039,PER_100000_POP,ES01039,1403.5
2013,EU_SH_DTH_NCOM,,,,,ES01039,PER_100000_POP,ES01039,1467.9
2014,EU_SH_DTH_NCOM,,,,,ES01039,PER_100000_POP,ES01039,1492.5
2018,EU_SH_DTH_NCOM,,,,,ES01039,PER_100000_POP,ES01039,1065.7
2019,EU_SH_DTH_NCOM,,,,,ES01039,PER_100000_POP,ES01039,2559.4
2022,EU_SH_DTH_NCOM,,,,,ES01039,PER_100000_POP,ES01039,384.6
2023,EU_SH_DTH_NCOM,,,,,ES01039,PER_100000_POP,ES01039,1574.8
2011,EU_SH_DTH_NCOM,,,,,ES01039,PER_100000_POP,ES01039,1063.8
2014,EU_SH_DTH_NCOM,,,,,ES48066,PER_100000_POP,ES48066,474.5
2010,EU_SH_DTH_NCOM,,,,,ES48066,PER_100000_POP,ES48066,1207.7
2022,EU_SH_DTH_NCOM,,,,,ES48066,PER_100000_POP,ES48066,699.3
2015,EU_SH_DTH_NCOM,,,,,ES48066,PER_100000_POP,ES48066,237.5
2017,EU_SH_DTH_NCOM,,,,,ES48066,PER_100000_POP,ES48066,495.7
2024,EU_SH_DTH_NCOM,,,,,ES48066,PER_100000_POP,ES48066,705.9
2019,EU_SH_DTH_NCOM,,,,,ES48066,PER_100000_POP,ES48066,1542.4
2013,EU_SH_DTH_NCOM,,,,,ES48066,PER_100000_POP,ES48066,471.7
2021,EU_SH_DTH_NCOM,,,,,ES48066,PER_100000_POP,ES48066,1179.2
2011,EU_SH_DTH_NCOM,,,,,ES48066,PER_100000_POP,ES48066,1951.2
2016,EU_SH_DTH_NCOM,,,,,ES48066,PER_100000_POP,ES48066,487.8
2018,EU_SH_DTH_NCOM,,,,,ES48066,PER_100000_POP,ES48066,1256.3
2020,EU_SH_DTH_NCOM,,,,,ES48066,PER_100000_POP,ES48066,745.3
2020,EU_SH_DTH_NCOM,,,,,ES48068,PER_100000_POP,ES48068,645.0
2014,EU_SH_DTH_NCOM,,,,,ES48068,PER_100000_POP,ES48068,1117.6
2022,EU_SH_DTH_NCOM,,,,,ES48068,PER_100000_POP,ES48068,426.2
2023,EU_SH_DTH_NCOM,,,,,ES48068,PER_100000_POP,ES48068,593.3
2021,EU_SH_DTH_NCOM,,,,,ES48068,PER_100000_POP,ES48068,692.0
2018,EU_SH_DTH_NCOM,,,,,ES48068,PER_100000_POP,ES48068,490.7
2013,EU_SH_DTH_NCOM,,,,,ES48068,PER_100000_POP,ES48068,1003.2
2015,EU_SH_DTH_NCOM,,,,,ES48068,PER_100000_POP,ES48068,642.2
2012,EU_SH_DTH_NCOM,,,,,ES48068,PER_100000_POP,ES48068,626.8
2016,EU_SH_DTH_NCOM,,,,,ES48068,PER_100000_POP,ES48068,1027.9
2024,EU_SH_DTH_NCOM,,,,,ES48068,PER_100000_POP,ES48068,810.8
2017,EU_SH_DTH_NCOM,,,,,ES48068,PER_100000_POP,ES48068,1092.0
2019,EU_SH_DTH_NCOM,,,,,ES48068,PER_100000_POP,ES48068,434.0
2010,EU_SH_DTH_NCOM,,,,,ES48068,PER_100000_POP,ES48068,938.7
2011,EU_SH_DTH_NCOM,,,,,ES48068,PER_100000_POP,ES48068,989.8
2017,EU_SH_DTH_NCOM,,,,,ES48069,PER_100000_POP,ES48069,507.3
2020,EU_SH_DTH_NCOM,,,,,ES48069,PER_100000_POP,ES48069,526.0
2011,EU_SH_DTH_NCOM,,,,,ES48069,PER_100000_POP,ES48069,521.3
2021,EU_SH_DTH_NCOM,,,,,ES48069,PER_100000_POP,ES48069,461.8
2023,EU_SH_DTH_NCOM,,,,,ES48069,PER_100000_POP,ES48069,421.1
2019,EU_SH_DTH_NCOM,,,,,ES48069,PER_100000_POP,ES48069,415.9
2013,EU_SH_DTH_NCOM,,,,,ES48069,PER_100000_POP,ES48069,533.3
2015,EU_SH_DTH_NCOM,,,,,ES48069,PER_100000_POP,ES48069,364.1
2018,EU_SH_DTH_NCOM,,,,,ES48069,PER_100000_POP,ES48069,508.9
2014,EU_SH_DTH_NCOM,,,,,ES48069,PER_100000_POP,ES48069,384.0
2010,EU_SH_DTH_NCOM,,,,,ES48069,PER_100000_POP,ES48069,515.9
2022,EU_SH_DTH_NCOM,,,,,ES48069,PER_100000_POP,ES48069,500.3
2012,EU_SH_DTH_NCOM,,,,,ES48069,PER_100000_POP,ES48069,511.0
2016,EU_SH_DTH_NCOM,,,,,ES48069,PER_100000_POP,ES48069,474.3
2024,EU_SH_DTH_NCOM,,,,,ES48069,PER_100000_POP,ES48069,328.5
2020,EU_SH_DTH_NCOM,,,,,ES48007,PER_100000_POP,ES48007,1059.3
2011,EU_SH_DTH_NCOM,,,,,ES48007,PER_100000_POP,ES48007,1612.9
2016,EU_SH_DTH_NCOM,,,,,ES48007,PER_100000_POP,ES48007,1535.1
2024,EU_SH_DTH_NCOM,,,,,ES48007,PER_100000_POP,ES48007,858.4
2018,EU_SH_DTH_NCOM,,,,,ES48007,PER_100000_POP,ES48007,884.0
2019,EU_SH_DTH_NCOM,,,,,ES48007,PER_100000_POP,ES48007,1092.9
2015,EU_SH_DTH_NCOM,,,,,ES48007,PER_100000_POP,ES48007,1083.4
2012,EU_SH_DTH_NCOM,,,,,ES48007,PER_100000_POP,ES48007,222.5
2010,EU_SH_DTH_NCOM,,,,,ES48007,PER_100000_POP,ES48007,474.5
2014,EU_SH_DTH_NCOM,,,,,ES48007,PER_100000_POP,ES48007,647.2
2022,EU_SH_DTH_NCOM,,,,,ES48007,PER_100000_POP,ES48007,851.1
2013,EU_SH_DTH_NCOM,,,,,ES48007,PER_100000_POP,ES48007,1515.2
2017,EU_SH_DTH_NCOM,,,,,ES48007,PER_100000_POP,ES48007,445.4
2021,EU_SH_DTH_NCOM,,,,,ES48007,PER_100000_POP,ES48007,1044.9
2023,EU_SH_DTH_NCOM,,,,,ES48007,PER_100000_POP,ES48007,649.4
2015,EU_SH_DTH_NCOM,,,,,ES48908,PER_100000_POP,ES48908,672.3
2021,EU_SH_DTH_NCOM,,,,,ES48908,PER_100000_POP,ES48908,313.5
2012,EU_SH_DTH_NCOM,,,,,ES48908,PER_100000_POP,ES48908,341.9
2023,EU_SH_DTH_NCOM,,,,,ES48908,PER_100000_POP,ES48908,304.9
2020,EU_SH_DTH_NCOM,,,,,ES48908,PER_100000_POP,ES48908,319.0
2022,EU_SH_DTH_NCOM,,,,,ES48908,PER_100000_POP,ES48908,309.6
2010,EU_SH_DTH_NCOM,,,,,ES48908,PER_100000_POP,ES48908,1362.9
2018,EU_SH_DTH_NCOM,,,,,ES48908,PER_100000_POP,ES48908,661.2
2014,EU_SH_DTH_NCOM,,,,,ES48908,PER_100000_POP,ES48908,674.5
2013,EU_SH_DTH_NCOM,,,,,ES48908,PER_100000_POP,ES48908,674.5
2024,EU_SH_DTH_NCOM,,,,,ES48908,PER_100000_POP,ES48908,314.5
2016,EU_SH_DTH_NCOM,,,,,ES48908,PER_100000_POP,ES48908,333.9
2017,EU_SH_DTH_NCOM,,,,,ES48908,PER_100000_POP,ES48908,332.2
2024,EU_SH_DTH_NCOM,,,,,ES48071,PER_100000_POP,ES48071,639.8
2016,EU_SH_DTH_NCOM,,,,,ES48071,PER_100000_POP,ES48071,614.7
2022,EU_SH_DTH_NCOM,,,,,ES48071,PER_100000_POP,ES48071,696.1
2015,EU_SH_DTH_NCOM,,,,,ES48071,PER_100000_POP,ES48071,683.5
2020,EU_SH_DTH_NCOM,,,,,ES48071,PER_100000_POP,ES48071,771.9
2011,EU_SH_DTH_NCOM,,,,,ES48071,PER_100000_POP,ES48071,473.4
2010,EU_SH_DTH_NCOM,,,,,ES48071,PER_100000_POP,ES48071,683.9
2018,EU_SH_DTH_NCOM,,,,,ES48071,PER_100000_POP,ES48071,707.9
2014,EU_SH_DTH_NCOM,,,,,ES48071,PER_100000_POP,ES48071,748.4
2021,EU_SH_DTH_NCOM,,,,,ES48071,PER_100000_POP,ES48071,703.8
2012,EU_SH_DTH_NCOM,,,,,ES48071,PER_100000_POP,ES48071,641.2
2013,EU_SH_DTH_NCOM,,,,,ES48071,PER_100000_POP,ES48071,626.3
2017,EU_SH_DTH_NCOM,,,,,ES48071,PER_100000_POP,ES48071,452.3
2023,EU_SH_DTH_NCOM,,,,,ES48071,PER_100000_POP,ES48071,735.9
2019,EU_SH_DTH_NCOM,,,,,ES48071,PER_100000_POP,ES48071,669.6
2024,EU_SH_DTH_NCOM,,,,,ES20057,PER_100000_POP,ES20057,1250.0
2023,EU_SH_DTH_NCOM,,,,,ES20057,PER_100000_POP,ES20057,819.7
2021,EU_SH_DTH_NCOM,,,,,ES20057,PER_100000_POP,ES20057,414.1
2010,EU_SH_DTH_NCOM,,,,,ES20057,PER_100000_POP,ES20057,1694.9
2015,EU_SH_DTH_NCOM,,,,,ES20057,PER_100000_POP,ES20057,1606.4
2020,EU_SH_DTH_NCOM,,,,,ES20057,PER_100000_POP,ES20057,1616.2
2022,EU_SH_DTH_NCOM,,,,,ES20057,PER_100000_POP,ES20057,403.2
2017,EU_SH_DTH_NCOM,,,,,ES20057,PER_100000_POP,ES20057,396.8
2014,EU_SH_DTH_NCOM,,,,,ES20057,PER_100000_POP,ES20057,397.6
2012,EU_SH_DTH_NCOM,,,,,ES20057,PER_100000_POP,ES20057,416.7
2011,EU_SH_DTH_NCOM,,,,,ES20057,PER_100000_POP,ES20057,842.1
2016,EU_SH_DTH_NCOM,,,,,ES20056,PER_100000_POP,ES20056,524.6
2012,EU_SH_DTH_NCOM,,,,,ES20056,PER_100000_POP,ES20056,621.5
2020,EU_SH_DTH_NCOM,,,,,ES20056,PER_100000_POP,ES20056,583.4
2014,EU_SH_DTH_NCOM,,,,,ES20056,PER_100000_POP,ES20056,585.6
2022,EU_SH_DTH_NCOM,,,,,ES20056,PER_100000_POP,ES20056,448.0
2018,EU_SH_DTH_NCOM,,,,,ES20056,PER_100000_POP,ES20056,617.8
2024,EU_SH_DTH_NCOM,,,,,ES20056,PER_100000_POP,ES20056,619.8
2011,EU_SH_DTH_NCOM,,,,,ES20056,PER_100000_POP,ES20056,713.7
2013,EU_SH_DTH_NCOM,,,,,ES20056,PER_100000_POP,ES20056,457.3
2015,EU_SH_DTH_NCOM,,,,,ES20056,PER_100000_POP,ES20056,809.0
2017,EU_SH_DTH_NCOM,,,,,ES20056,PER_100000_POP,ES20056,635.6
2019,EU_SH_DTH_NCOM,,,,,ES20056,PER_100000_POP,ES20056,413.2
2021,EU_SH_DTH_NCOM,,,,,ES20056,PER_100000_POP,ES20056,582.2
2023,EU_SH_DTH_NCOM,,,,,ES20056,PER_100000_POP,ES20056,650.8
2010,EU_SH_DTH_NCOM,,,,,ES20056,PER_100000_POP,ES20056,801.3
2021,EU_SH_DTH_NCOM,,,,,ES48067,PER_100000_POP,ES48067,271.3
2015,EU_SH_DTH_NCOM,,,,,ES48067,PER_100000_POP,ES48067,833.9
2020,EU_SH_DTH_NCOM,,,,,ES48067,PER_100000_POP,ES48067,876.6
2016,EU_SH_DTH_NCOM,,,,,ES48067,PER_100000_POP,ES48067,626.3
2019,EU_SH_DTH_NCOM,,,,,ES48067,PER_100000_POP,ES48067,470.3
2018,EU_SH_DTH_NCOM,,,,,ES48067,PER_100000_POP,ES48067,811.6
2017,EU_SH_DTH_NCOM,,,,,ES48067,PER_100000_POP,ES48067,754.5
2013,EU_SH_DTH_NCOM,,,,,ES48067,PER_100000_POP,ES48067,414.5
2011,EU_SH_DTH_NCOM,,,,,ES48067,PER_100000_POP,ES48067,821.4
2022,EU_SH_DTH_NCOM,,,,,ES48067,PER_100000_POP,ES48067,402.1
2024,EU_SH_DTH_NCOM,,,,,ES48067,PER_100000_POP,ES48067,585.2
2023,EU_SH_DTH_NCOM,,,,,ES48067,PER_100000_POP,ES48067,726.6
2010,EU_SH_DTH_NCOM,,,,,ES48067,PER_100000_POP,ES48067,1163.2
2012,EU_SH_DTH_NCOM,,,,,ES48067,PER_100000_POP,ES48067,1030.6
2014,EU_SH_DTH_NCOM,,,,,ES48067,PER_100000_POP,ES48067,485.3
2014,EU_SH_DTH_NCOM,,,,,ES48909,PER_100000_POP,ES48909,422.8
2011,EU_SH_DTH_NCOM,,,,,ES48909,PER_100000_POP,ES48909,1293.1
2019,EU_SH_DTH_NCOM,,,,,ES48909,PER_100000_POP,ES48909,838.6
2010,EU_SH_DTH_NCOM,,,,,ES48909,PER_100000_POP,ES48909,1276.6
2017,EU_SH_DTH_NCOM,,,,,ES48909,PER_100000_POP,ES48909,1217.0
2013,EU_SH_DTH_NCOM,,,,,ES48909,PER_100000_POP,ES48909,2127.7
2021,EU_SH_DTH_NCOM,,,,,ES48909,PER_100000_POP,ES48909,384.6
2016,EU_SH_DTH_NCOM,,,,,ES48909,PER_100000_POP,ES48909,1190.5
2015,EU_SH_DTH_NCOM,,,,,ES48909,PER_100000_POP,ES48909,1629.3
2020,EU_SH_DTH_NCOM,,,,,ES48909,PER_100000_POP,ES48909,401.6
2023,EU_SH_DTH_NCOM,,,,,ES48909,PER_100000_POP,ES48909,769.2
2024,EU_SH_DTH_NCOM,,,,,ES48909,PER_100000_POP,ES48909,370.4
2012,EU_SH_DTH_NCOM,,,,,ES48909,PER_100000_POP,ES48909,1301.5
2010,EU_SH_DTH_NCOM,,,,,ES01041,PER_100000_POP,ES01041,454.5
2024,EU_SH_DTH_NCOM,,,,,ES01041,PER_100000_POP,ES01041,1298.7
2020,EU_SH_DTH_NCOM,,,,,ES01041,PER_100000_POP,ES01041,947.9
2011,EU_SH_DTH_NCOM,,,,,ES01041,PER_100000_POP,ES01041,879.1
2017,EU_SH_DTH_NCOM,,,,,ES01041,PER_100000_POP,ES01041,888.9
2021,EU_SH_DTH_NCOM,,,,,ES01041,PER_100000_POP,ES01041,898.9
2013,EU_SH_DTH_NCOM,,,,,ES01041,PER_100000_POP,ES01041,835.1
2015,EU_SH_DTH_NCOM,,,,,ES01041,PER_100000_POP,ES01041,1600.0
2018,EU_SH_DTH_NCOM,,,,,ES01041,PER_100000_POP,ES01041,1445.8
2019,EU_SH_DTH_NCOM,,,,,ES01041,PER_100000_POP,ES01041,492.6
2022,EU_SH_DTH_NCOM,,,,,ES01041,PER_100000_POP,ES01041,436.7
2023,EU_SH_DTH_NCOM,,,,,ES01041,PER_100000_POP,ES01041,1333.3
2016,EU_SH_DTH_NCOM,,,,,ES01041,PER_100000_POP,ES01041,816.3
2020,EU_SH_DTH_NCOM,,,,,ES20063,PER_100000_POP,ES20063,493.6
2018,EU_SH_DTH_NCOM,,,,,ES20063,PER_100000_POP,ES20063,531.5
2012,EU_SH_DTH_NCOM,,,,,ES20063,PER_100000_POP,ES20063,467.3
2022,EU_SH_DTH_NCOM,,,,,ES20063,PER_100000_POP,ES20063,483.1
2014,EU_SH_DTH_NCOM,,,,,ES20063,PER_100000_POP,ES20063,454.2
2011,EU_SH_DTH_NCOM,,,,,ES20063,PER_100000_POP,ES20063,448.4
2013,EU_SH_DTH_NCOM,,,,,ES20063,PER_100000_POP,ES20063,586.7
2017,EU_SH_DTH_NCOM,,,,,ES20063,PER_100000_POP,ES20063,474.9
2019,EU_SH_DTH_NCOM,,,,,ES20063,PER_100000_POP,ES20063,627.4
2021,EU_SH_DTH_NCOM,,,,,ES20063,PER_100000_POP,ES20063,493.5
2023,EU_SH_DTH_NCOM,,,,,ES20063,PER_100000_POP,ES20063,618.1
2016,EU_SH_DTH_NCOM,,,,,ES20063,PER_100000_POP,ES20063,429.2
2024,EU_SH_DTH_NCOM,,,,,ES20063,PER_100000_POP,ES20063,539.3
2010,EU_SH_DTH_NCOM,,,,,ES20063,PER_100000_POP,ES20063,390.9
2015,EU_SH_DTH_NCOM,,,,,ES20063,PER_100000_POP,ES20063,480.2
2014,EU_SH_DTH_NCOM,,,,,ES01042,PER_100000_POP,ES01042,435.0
2017,EU_SH_DTH_NCOM,,,,,ES01042,PER_100000_POP,ES01042,509.1
2013,EU_SH_DTH_NCOM,,,,,ES01042,PER_100000_POP,ES01042,435.7
2010,EU_SH_DTH_NCOM,,,,,ES01042,PER_100000_POP,ES01042,441.7
2021,EU_SH_DTH_NCOM,,,,,ES01042,PER_100000_POP,ES01042,341.7
2018,EU_SH_DTH_NCOM,,,,,ES01042,PER_100000_POP,ES01042,251.6
2022,EU_SH_DTH_NCOM,,,,,ES01042,PER_100000_POP,ES01042,172.0
2011,EU_SH_DTH_NCOM,,,,,ES01042,PER_100000_POP,ES01042,692.6
2012,EU_SH_DTH_NCOM,,,,,ES01042,PER_100000_POP,ES01042,609.0
2015,EU_SH_DTH_NCOM,,,,,ES01042,PER_100000_POP,ES01042,519.0
2016,EU_SH_DTH_NCOM,,,,,ES01042,PER_100000_POP,ES01042,598.3
2019,EU_SH_DTH_NCOM,,,,,ES01042,PER_100000_POP,ES01042,413.1
2020,EU_SH_DTH_NCOM,,,,,ES01042,PER_100000_POP,ES01042,751.9
2023,EU_SH_DTH_NCOM,,,,,ES01042,PER_100000_POP,ES01042,343.3
2024,EU_SH_DTH_NCOM,,,,,ES01042,PER_100000_POP,ES01042,428.1
2015,EU_SH_DTH_NCOM,,,,,ES20058,PER_100000_POP,ES20058,851.1
2020,EU_SH_DTH_NCOM,,,,,ES20058,PER_100000_POP,ES20058,964.1
2012,EU_SH_DTH_NCOM,,,,,ES20058,PER_100000_POP,ES20058,425.3
2024,EU_SH_DTH_NCOM,,,,,ES20058,PER_100000_POP,ES20058,1057.1
2014,EU_SH_DTH_NCOM,,,,,ES20058,PER_100000_POP,ES20058,950.9
2022,EU_SH_DTH_NCOM,,,,,ES20058,PER_100000_POP,ES20058,1190.5
2011,EU_SH_DTH_NCOM,,,,,ES20058,PER_100000_POP,ES20058,745.9
2013,EU_SH_DTH_NCOM,,,,,ES20058,PER_100000_POP,ES20058,737.6
2017,EU_SH_DTH_NCOM,,,,,ES20058,PER_100000_POP,ES20058,442.2
2019,EU_SH_DTH_NCOM,,,,,ES20058,PER_100000_POP,ES20058,655.4
2021,EU_SH_DTH_NCOM,,,,,ES20058,PER_100000_POP,ES20058,960.0
2023,EU_SH_DTH_NCOM,,,,,ES20058,PER_100000_POP,ES20058,530.8
2018,EU_SH_DTH_NCOM,,,,,ES20058,PER_100000_POP,ES20058,769.7
2010,EU_SH_DTH_NCOM,,,,,ES20058,PER_100000_POP,ES20058,535.6
2016,EU_SH_DTH_NCOM,,,,,ES20058,PER_100000_POP,ES20058,1081.7
2021,EU_SH_DTH_NCOM,,,,,ES48073,PER_100000_POP,ES48073,678.6
2023,EU_SH_DTH_NCOM,,,,,ES48073,PER_100000_POP,ES48073,811.7
